iterations,fitness,violations
1,2164,19
2,1979,18
3,1879,18
4,1879,18
5,1879,18
6,1774,18
7,1774,18
8,1774,18
9,1774,18
10,1774,18
11,1774,18
12,1774,18
13,1677,20
14,1677,20
15,1677,20
16,1677,20
17,1677,20
18,1677,20
19,1677,20
20,1677,20
21,1577,20
22,1477,20
23,1468,20
24,1468,20
25,1468,20
26,1458,20
27,1458,20
28,1458,20
29,1458,20
30,1458,20
31,1458,20
32,1360,20
33,1260,20
34,1260,20
35,1260,20
36,1260,20
37,1260,20
38,1260,20
39,1260,20
40,1260,20
41,1260,20
42,1260,20
43,1260,20
44,1260,20
45,1260,20
46,1260,20
47,1260,20
48,1260,20
49,1260,20
50,1260,20
51,1260,20
52,1260,20
53,1260,20
54,1260,20
55,1260,20
56,1260,20
57,1260,20
58,1260,20
59,1260,20
60,1260,20
61,1260,20
62,1260,20
63,1260,20
64,1260,20
65,1260,20
66,1260,20
67,1260,20
68,1260,20
69,1260,20
70,1260,20
71,1260,20
72,1245,33
73,1245,33
74,1245,33
75,1183,30
76,1183,30
77,1183,30
78,1145,33
79,1145,33
80,1145,33
81,1145,33
82,972,25
83,965,25
84,965,25
85,965,25
86,965,25
87,765,25
88,765,25
89,765,25
90,765,25
91,765,25
92,763,25
93,655,25
94,655,25
95,655,25
96,655,25
97,655,25
98,655,25
99,655,25
100,655,25
