iterations,fitness,violations
1,20839,196
2,19752,185
3,18813,176
4,18228,170
5,17936,167
6,17523,163
7,17223,160
8,17223,160
9,17123,159
10,17023,158
11,16923,157
12,16923,157
13,16823,156
14,16623,154
15,16617,154
16,16517,153
17,16417,152
18,16317,151
19,16317,151
20,16217,150
21,16117,149
22,16117,149
23,16117,149
24,16117,149
25,16017,148
26,15917,147
27,15910,147
28,15810,146
29,15710,145
30,15610,144
31,15510,143
32,15510,143
33,15410,142
34,15310,141
35,15208,140
36,15108,139
37,15008,138
38,14910,137
39,14810,136
40,14810,136
41,14810,136
42,14810,136
43,14710,135
44,14696,135
45,14496,133
46,14396,132
47,14296,131
48,14196,130
49,14096,129
50,14088,129
51,13988,128
52,13988,128
53,13888,127
54,13888,127
55,13888,127
56,13881,127
57,13876,127
58,13676,125
59,13576,124
60,13576,124
61,13476,123
62,13476,123
63,13476,123
64,13476,123
65,13376,122
66,13376,122
67,13276,121
68,13176,120
69,13176,120
70,13076,119
71,13074,119
72,13074,119
73,13067,119
74,12967,118
75,12867,117
76,12867,117
77,12761,116
78,12759,116
79,12657,115
80,12657,115
81,12557,114
82,12457,113
83,12357,112
84,12357,112
85,12357,112
86,12355,112
87,12255,111
88,12255,111
89,12155,110
90,12062,109
91,11962,108
92,11962,108
93,11947,108
94,11947,108
95,11947,108
96,11946,108
97,11846,107
98,11846,107
99,11746,106
100,11646,105
