iterations,fitness,violations
1,3435,30
2,3435,30
3,3435,30
4,3419,30
5,3336,29
6,2916,25
7,2912,25
8,2912,25
9,2912,25
10,2912,25
11,2912,25
12,2912,25
13,2912,25
14,2912,25
15,2912,25
16,2912,25
17,2912,25
18,2912,25
19,2912,25
20,2912,25
21,2912,25
22,2912,25
23,2912,25
24,2912,25
25,2912,25
26,2912,25
27,2912,25
28,2912,25
29,2912,25
30,2912,25
31,2912,25
32,2912,25
33,2912,25
34,2912,25
35,2912,25
36,2912,25
37,2912,25
38,2912,25
39,2912,25
40,2912,25
41,2912,25
42,2912,25
43,2912,25
44,2912,25
45,2912,25
46,2912,25
47,2912,25
48,2912,25
49,2912,25
50,2912,25
51,2912,25
52,2912,25
53,2912,25
54,2912,25
55,2912,25
56,2912,25
57,2912,25
58,2912,25
59,2912,25
60,2912,25
61,2912,25
62,2912,25
63,2912,25
64,2912,25
65,2912,25
66,2912,25
67,2912,25
68,2912,25
69,2912,25
70,2912,25
71,2912,25
72,2912,25
73,2912,25
74,2912,25
75,2912,25
76,2912,25
77,2912,25
78,2912,25
79,2912,25
80,2912,25
81,2912,25
82,2912,25
83,2912,25
84,2912,25
85,2912,25
86,2912,25
87,2912,25
88,2912,25
89,2912,25
90,2912,25
91,2912,25
92,2912,25
93,2912,25
94,2912,25
95,2912,25
96,2912,25
97,2912,25
98,2912,25
99,2912,25
100,2912,25
