iterations,fitness,violations
1,3021,
2,3021,
3,3021,
4,3021,
5,3021,
6,3021,
7,3021,
8,3021,
9,3021,
10,3021,
11,3021,
12,3021,
13,3021,
14,3021,
15,3021,
16,3021,
17,3021,
18,3021,
19,3021,
20,3021,
21,3021,
22,3021,
23,3021,
24,3021,
25,3021,
26,3021,
27,3021,
28,3021,
29,3021,
30,3021,
31,3021,
32,3021,
33,3021,
34,3021,
35,3021,
36,3021,
37,3021,
38,3021,
39,3021,
40,3021,
41,3021,
42,3021,
43,3021,
44,3021,
45,3021,
46,3021,
47,3021,
48,3021,
49,3021,
50,3021,
51,3021,
52,3021,
53,3021,
54,3021,
55,3021,
56,3021,
57,3021,
58,3021,
59,3021,
60,3021,
61,3021,
62,3021,
63,3021,
64,3021,
65,3021,
66,3021,
67,3021,
68,3021,
69,3021,
70,3021,
71,3021,
72,3021,
73,3021,
74,3021,
75,3021,
76,3021,
77,3021,
78,3021,
79,3021,
80,3021,
81,3021,
82,3021,
83,3021,
84,3021,
85,3021,
86,3021,
87,3021,
88,3021,
89,3021,
90,3021,
91,3021,
92,3021,
93,3021,
94,3021,
95,3021,
96,3021,
97,3021,
98,3021,
99,3021,
100,3021,26.0
