iterations,fitness,violations
1,3143,27
2,2943,27
3,2834,27
4,2834,27
5,2834,27
6,2827,27
7,2827,27
8,2727,27
9,2720,27
10,2720,27
11,2720,27
12,2720,27
13,2620,27
14,2620,27
15,2620,27
16,2620,27
17,2620,27
18,2620,27
19,2620,27
20,2620,27
21,2620,27
22,2620,27
23,2620,27
24,2620,27
25,2620,27
26,2620,27
27,2620,27
28,2620,27
29,2620,27
30,2620,27
31,2613,38
32,2613,38
33,2613,38
34,2613,38
35,2613,38
36,2600,35
37,2600,35
38,2600,35
39,2600,35
40,2513,38
41,2413,38
42,2313,38
43,2313,38
44,2211,38
45,1911,38
46,1911,38
47,1911,38
48,1911,38
49,1911,38
50,1896,38
51,1896,38
52,1896,38
53,1896,38
54,1896,38
55,1604,38
56,1604,38
57,1604,38
58,1604,38
59,1604,38
60,1596,38
61,1496,38
62,1496,38
63,1496,38
64,1496,38
65,1496,38
66,1396,38
67,1396,38
68,1396,38
69,1396,38
70,1396,38
71,1396,38
72,1396,38
73,1396,38
74,1396,38
75,1396,38
76,1396,38
77,1396,38
78,1396,38
79,1396,38
80,1396,38
81,1396,38
82,1396,38
83,1396,38
84,1396,38
85,1396,38
86,1396,38
87,1396,38
88,1396,38
89,1396,38
90,1396,38
91,1396,38
92,1396,38
93,1396,38
94,1396,38
95,1396,38
96,1396,38
97,1396,38
98,1396,38
99,1300,36
100,1300,36
