iterations,fitness,violations
1,1988,16
2,1605,12
3,1492,11
4,1185,8
5,1066,7
6,966,6
7,966,6
8,966,6
9,964,6
10,964,6
11,964,6
12,964,6
13,864,5
14,864,5
15,864,5
16,864,5
17,764,4
18,764,4
19,763,4
20,763,4
21,763,4
22,763,4
23,763,4
24,763,4
25,763,4
26,763,4
27,763,4
28,763,4
29,763,4
30,763,4
31,663,3
32,657,3
33,557,2
34,557,2
35,555,2
36,555,2
37,555,2
38,555,2
39,555,2
40,457,1
41,457,1
42,457,1
43,457,1
44,457,1
45,452,1
46,452,1
47,452,1
48,450,1
49,450,1
50,450,1
51,450,1
52,450,1
53,450,1
54,450,1
55,449,1
56,449,1
57,448,1
58,438,1
59,438,1
60,438,1
61,438,1
62,438,1
63,436,1
64,436,1
65,436,1
66,436,1
67,436,1
68,436,1
69,436,1
70,436,1
71,436,1
72,436,1
73,436,1
74,436,1
75,436,1
76,436,1
77,436,1
78,436,1
79,436,1
80,436,1
81,436,1
82,436,1
83,436,1
84,436,1
85,436,1
86,436,1
87,436,1
88,436,1
89,436,1
90,436,1
91,436,1
92,436,1
93,436,1
94,436,1
95,436,1
96,436,1
97,436,1
98,436,1
99,436,1
100,436,1
