iterations,fitness,violations
1,2152,18
2,1683,13
3,1274,9
4,1166,8
5,1074,7
6,1066,7
7,1066,7
8,1066,7
9,1066,7
10,1066,7
11,1066,7
12,1066,7
13,1066,7
14,1064,7
15,1064,7
16,1064,7
17,1064,7
18,1064,7
19,1062,7
20,1062,7
21,1062,7
22,1062,7
23,1062,7
24,1062,7
25,1062,7
26,1062,7
27,1062,7
28,1062,7
29,1062,7
30,1062,7
31,1055,7
32,1048,7
33,1048,7
34,1048,7
35,1048,7
36,1048,7
37,1048,7
38,1048,7
39,1048,7
40,1048,7
41,1048,7
42,1048,7
43,1048,7
44,948,6
45,948,6
46,942,6
47,942,6
48,942,6
49,942,6
50,942,6
51,942,6
52,942,6
53,942,6
54,942,6
55,941,6
56,941,6
57,941,6
58,841,5
59,841,5
60,841,5
61,841,5
62,841,5
63,841,5
64,841,5
65,841,5
66,841,5
67,741,4
68,741,4
69,741,4
70,741,4
71,741,4
72,741,4
73,741,4
74,741,4
75,741,4
76,741,4
77,741,4
78,741,4
79,741,4
80,641,3
81,641,3
82,641,3
83,641,3
84,641,3
85,641,3
86,641,3
87,641,3
88,641,3
89,641,3
90,641,3
91,641,3
92,641,3
93,641,3
94,641,3
95,641,3
96,641,3
97,641,3
98,641,3
99,541,2
100,541,2
