event_id,course_id,course_name,requires_practicum_room,slots_needed,teacher_id,teacher_priority
EVT_0376,COM60024,Pemrograman Lanjut - Praktikum,True,2,Asprak_46,1
EVT_0377,COM60024,Pemrograman Lanjut - Praktikum,True,2,Asprak_47,1
EVT_0378,COM60024,Pemrograman Lanjut - Praktikum,True,2,Asprak_48,1
EVT_0379,COM60024,Pemrograman Lanjut - Praktikum,True,2,Asprak_49,1
EVT_0380,COM60024,Pemrograman Lanjut - Praktikum,True,2,Asprak_50,1
EVT_0381,COM60024,Pemrograman Lanjut - Praktikum,True,2,Asprak_51,2
EVT_0382,COM60024,Pemrograman Lanjut - Praktikum,True,2,Asprak_52,1
EVT_0383,COM60024,Pemrograman Lanjut - Praktikum,True,2,Asprak_53,1
EVT_0384,COM60024,Pemrograman Lanjut - Praktikum,True,2,Asprak_54,1
EVT_0385,COM60024,Pemrograman Lanjut - Praktikum,True,2,Asprak_55,1
EVT_0386,COM60024,Pemrograman Lanjut - Praktikum,True,2,Asprak_56,1
EVT_0387,COM60024,Pemrograman Lanjut - Praktikum,True,2,Asprak_57,1
EVT_0388,COM60024,Pemrograman Lanjut - Praktikum,True,2,Asprak_58,1
EVT_0389,COM60024,Pemrograman Lanjut - Praktikum,True,2,Asprak_59,1
EVT_0390,COM60024,Pemrograman Lanjut - Praktikum,True,2,Asprak_60,1
EVT_0391,COM60024,Pemrograman Lanjut - Praktikum,True,2,Asprak_61,1
EVT_0392,COM60024,Pemrograman Lanjut - Praktikum,True,2,Asprak_62,1
EVT_0393,COM60024,Pemrograman Lanjut - Praktikum,True,2,Asprak_63,1
EVT_0394,COM60024,Pemrograman Lanjut - Praktikum,True,2,Asprak_64,1
EVT_0395,COM60024,Pemrograman Lanjut - Praktikum,True,2,Asprak_65,1
EVT_0396,COM60024,Pemrograman Lanjut - Praktikum,True,2,Asprak_66,1
EVT_0397,CSD60705,Pemrograman SQL,False,2,1,1
EVT_0398,CSD60705,Pemrograman SQL,False,2,16,2
EVT_0399,CSD60705,Pemrograman SQL,False,2,20,1
EVT_0400,CSD60705,Pemrograman SQL,False,2,22,1
EVT_0401,CSD60705,Pemrograman SQL,False,2,60,1
EVT_0402,CSD60705,Pemrograman SQL,False,2,70,1
EVT_0403,CSD60705,Pemrograman SQL,False,2,72,1
EVT_0404,CSD60705,Pemrograman SQL,False,2,73,1
EVT_0405,CSD60705,Pemrograman SQL,False,2,91,1
EVT_0406,CSD60705,Pemrograman SQL,False,2,98,1
EVT_0407,CSD60705,Pemrograman SQL,False,2,102,1
EVT_0408,CSD60705,Pemrograman SQL,False,2,TBA_40,1
EVT_0409,CSD60705,Pemrograman SQL - Praktikum,True,2,Asprak_67,1
EVT_0410,CSD60705,Pemrograman SQL - Praktikum,True,2,Asprak_68,2
EVT_0411,CSD60705,Pemrograman SQL - Praktikum,True,2,Asprak_69,1
EVT_0412,CSD60705,Pemrograman SQL - Praktikum,True,2,Asprak_70,1
EVT_0413,CSD60705,Pemrograman SQL - Praktikum,True,2,Asprak_71,1
EVT_0414,CSD60705,Pemrograman SQL - Praktikum,True,2,Asprak_72,1
EVT_0415,CSD60705,Pemrograman SQL - Praktikum,True,2,Asprak_73,1
EVT_0416,CSD60705,Pemrograman SQL - Praktikum,True,2,Asprak_74,1
EVT_0417,CSD60705,Pemrograman SQL - Praktikum,True,2,Asprak_75,1
EVT_0418,CSD60705,Pemrograman SQL - Praktikum,True,2,Asprak_76,1
EVT_0419,CSD60705,Pemrograman SQL - Praktikum,True,2,Asprak_77,1
EVT_0420,CSD60705,Pemrograman SQL - Praktikum,True,2,Asprak_78,1
EVT_0421,CIS62106,Pemrograman Web,False,2,1,1
EVT_0422,CIS62106,Pemrograman Web,False,2,4,1
EVT_0423,CIS62106,Pemrograman Web,False,2,16,1
EVT_0424,CIS62106,Pemrograman Web,False,2,22,1
EVT_0425,CIS62106,Pemrograman Web,False,2,31,1
EVT_0426,CIS62106,Pemrograman Web,False,2,37,1
EVT_0427,CIS62106,Pemrograman Web,False,2,47,1
EVT_0428,CIS62106,Pemrograman Web,False,2,70,2
EVT_0429,CIS62106,Pemrograman Web,False,2,75,1
EVT_0430,CIS62106,Pemrograman Web,False,2,82,1
EVT_0431,CIS62106,Pemrograman Web,False,2,98,1
EVT_0432,CIS62106,Pemrograman Web,False,2,103,2
EVT_0433,CIS62106,Pemrograman Web,False,2,105,1
EVT_0434,CIS60103,Pemrograman Web Lanjut,False,2,1,1
EVT_0435,CIS60103,Pemrograman Web Lanjut,False,2,16,1
EVT_0436,CIS60103,Pemrograman Web Lanjut,False,2,22,1
EVT_0437,CIS60103,Pemrograman Web Lanjut,False,2,31,1
EVT_0438,CSD60708,Penambangan Data,False,2,1,1
EVT_0439,CSD60708,Penambangan Data,False,2,1,1
EVT_0440,CSD60708,Penambangan Data,False,2,16,1
EVT_0441,CSD60708,Penambangan Data,False,2,16,1
EVT_0442,CSD60708,Penambangan Data,False,2,20,1
EVT_0443,CSD60708,Penambangan Data,False,2,20,1
EVT_0444,CSD60708,Penambangan Data,False,2,29,1
EVT_0445,CSD60708,Penambangan Data,False,2,29,1
EVT_0446,CSD60708,Penambangan Data,False,2,30,1
EVT_0447,CSD60708,Penambangan Data,False,2,30,1
EVT_0448,CSD60708,Penambangan Data,False,2,52,1
EVT_0449,CSD60708,Penambangan Data,False,2,52,1
EVT_0450,CSD60708,Penambangan Data,False,2,72,1
EVT_0451,CSD60708,Penambangan Data,False,2,80,1
EVT_0452,CSD60708,Penambangan Data,False,2,80,1
EVT_0453,CSD60708,Penambangan Data,False,2,89,2
EVT_0454,CSD60708,Penambangan Data,False,2,92,1
EVT_0455,CSD60708,Penambangan Data,False,2,92,1
EVT_0456,CSD60708,Penambangan Data,False,2,93,1
EVT_0457,CSD60708,Penambangan Data,False,2,97,2
EVT_0458,CSD60708,Penambangan Data,False,2,97,2
EVT_0459,CSD60708,Penambangan Data,False,2,102,1
EVT_0460,CSD60708,Penambangan Data,False,2,102,1
EVT_0461,CSD60708,Penambangan Data,False,2,107,1
EVT_0462,CSD60708,Penambangan Data,False,2,107,1
EVT_0463,CIS62105,Pengantar Sains Data,False,2,11,2
EVT_0464,CIS62105,Pengantar Sains Data,False,2,16,1
EVT_0465,CIS62105,Pengantar Sains Data,False,2,20,1
EVT_0466,CIS62105,Pengantar Sains Data,False,2,21,2
EVT_0467,CIS62105,Pengantar Sains Data,False,2,37,1
EVT_0468,CIS62105,Pengantar Sains Data,False,2,52,1
EVT_0469,CIS62105,Pengantar Sains Data,False,2,63,1
EVT_0470,CIS62105,Pengantar Sains Data,False,2,72,1
EVT_0471,CIS62105,Pengantar Sains Data,False,2,73,1
EVT_0472,CIS62105,Pengantar Sains Data,False,2,80,1
EVT_0473,CIS62105,Pengantar Sains Data,False,2,87,1
EVT_0474,CIS62105,Pengantar Sains Data,False,2,89,2
EVT_0475,CIS62105,Pengantar Sains Data,False,2,92,1
EVT_0476,CIS62105,Pengantar Sains Data,False,2,94,1
EVT_0477,CIS62105,Pengantar Sains Data,False,2,97,1
EVT_0478,CIS62105,Pengantar Sains Data,False,2,102,1
EVT_0479,CIS62105,Pengantar Sains Data,False,2,TBA_41,1
EVT_0480,CIT62012,Pengembangan Aplikasi Mobile,False,2,16,1
EVT_0481,CIT62012,Pengembangan Aplikasi Mobile,False,2,20,1
EVT_0482,CIT62012,Pengembangan Aplikasi Mobile,False,2,22,2
EVT_0483,CIT62012,Pengembangan Aplikasi Mobile,False,2,31,1
EVT_0484,CIT62012,Pengembangan Aplikasi Mobile,False,2,47,1
EVT_0485,CIT62012,Pengembangan Aplikasi Mobile,False,2,60,1
EVT_0486,CIT62012,Pengembangan Aplikasi Mobile,False,2,70,1
EVT_0487,CIT62012,Pengembangan Aplikasi Mobile,False,2,75,1
EVT_0488,CIT62012,Pengembangan Aplikasi Mobile,False,2,96,2
EVT_0489,CIT62012,Pengembangan Aplikasi Mobile - Praktikum,True,2,Asprak_79,1
EVT_0490,CIT62012,Pengembangan Aplikasi Mobile - Praktikum,True,2,Asprak_80,1
EVT_0491,CIT62012,Pengembangan Aplikasi Mobile - Praktikum,True,2,Asprak_81,2
EVT_0492,CIT62012,Pengembangan Aplikasi Mobile - Praktikum,True,2,Asprak_82,1
EVT_0493,CIT62012,Pengembangan Aplikasi Mobile - Praktikum,True,2,Asprak_83,1
EVT_0494,CIT62012,Pengembangan Aplikasi Mobile - Praktikum,True,2,Asprak_84,1
EVT_0495,CIT62012,Pengembangan Aplikasi Mobile - Praktikum,True,2,Asprak_85,1
EVT_0496,CIT62012,Pengembangan Aplikasi Mobile - Praktikum,True,2,Asprak_86,1
EVT_0497,CIT62012,Pengembangan Aplikasi Mobile - Praktikum,True,2,Asprak_87,2
EVT_0498,CIS62114,Pengembangan Aplikasi Mobile Lanjut,False,2,16,1
EVT_0499,CIS62114,Pengembangan Aplikasi Mobile Lanjut,False,2,47,2
EVT_0500,CIS62114,Pengembangan Aplikasi Mobile Lanjut,False,2,60,1
EVT_0501,CIS62114,Pengembangan Aplikasi Mobile Lanjut,False,2,70,2
EVT_0502,CIT60052,Pengembangan Aplikasi Mobile Terapan,False,2,16,1
EVT_0503,CIT60052,Pengembangan Aplikasi Mobile Terapan,False,2,20,1
EVT_0504,CIT60052,Pengembangan Aplikasi Mobile Terapan,False,2,47,2
EVT_0505,CIS60102,Pengembangan Aplikasi Multiplatform,False,2,1,1
EVT_0506,CIS60102,Pengembangan Aplikasi Multiplatform,False,2,16,1
EVT_0507,CIS60102,Pengembangan Aplikasi Multiplatform,False,2,47,1
EVT_0508,CIS60102,Pengembangan Aplikasi Multiplatform,False,2,70,2
EVT_0509,CIT60039,Pengembangan Aplikasi Web Lanjut,False,2,1,1
EVT_0510,CIT60039,Pengembangan Aplikasi Web Lanjut,False,2,4,1
EVT_0511,CIT60039,Pengembangan Aplikasi Web Lanjut,False,2,16,1
EVT_0512,CIT60039,Pengembangan Aplikasi Web Lanjut,False,2,31,1
EVT_0513,CIT60039,Pengembangan Aplikasi Web Lanjut,False,2,47,1
EVT_0514,CIT60039,Pengembangan Aplikasi Web Lanjut,False,2,75,1
EVT_0515,CIS61127,Pengembangan Berorientasi Penggunaan Ulang,False,2,4,1
EVT_0516,CIE62209,Pengembangan dan Manajemen Perangkat Lunak,False,2,1,1
EVT_0517,CIE62209,Pengembangan dan Manajemen Perangkat Lunak,False,2,6,1
EVT_0518,CIE62209,Pengembangan dan Manajemen Perangkat Lunak,False,2,16,1
EVT_0519,CIE62209,Pengembangan dan Manajemen Perangkat Lunak,False,2,22,2
EVT_0520,CIE62209,Pengembangan dan Manajemen Perangkat Lunak,False,2,40,1
EVT_0521,CIE62209,Pengembangan dan Manajemen Perangkat Lunak,False,2,47,1
EVT_0522,CIE62209,Pengembangan dan Manajemen Perangkat Lunak,False,2,60,1
EVT_0523,CIE62209,Pengembangan dan Manajemen Perangkat Lunak,False,2,62,2
EVT_0524,CIE62209,Pengembangan dan Manajemen Perangkat Lunak,False,2,67,1
EVT_0525,CIE62209,Pengembangan dan Manajemen Perangkat Lunak,False,2,76,1
EVT_0526,CIE62209,Pengembangan dan Manajemen Perangkat Lunak,False,2,TBA_20,2
EVT_0527,CIE62209,Pengembangan dan Manajemen Perangkat Lunak - Praktikum,True,2,Asprak_88,1
EVT_0528,CIE62209,Pengembangan dan Manajemen Perangkat Lunak - Praktikum,True,2,Asprak_89,1
EVT_0529,CIE62209,Pengembangan dan Manajemen Perangkat Lunak - Praktikum,True,2,Asprak_90,1
EVT_0530,CIE62209,Pengembangan dan Manajemen Perangkat Lunak - Praktikum,True,2,Asprak_91,2
EVT_0531,CIE62209,Pengembangan dan Manajemen Perangkat Lunak - Praktikum,True,2,Asprak_92,1
EVT_0532,CIE62209,Pengembangan dan Manajemen Perangkat Lunak - Praktikum,True,2,Asprak_93,1
EVT_0533,CIE62209,Pengembangan dan Manajemen Perangkat Lunak - Praktikum,True,2,Asprak_94,1
EVT_0534,CIE62209,Pengembangan dan Manajemen Perangkat Lunak - Praktikum,True,2,Asprak_95,2
EVT_0535,CIE62209,Pengembangan dan Manajemen Perangkat Lunak - Praktikum,True,2,Asprak_96,1
EVT_0536,CIE62209,Pengembangan dan Manajemen Perangkat Lunak - Praktikum,True,2,Asprak_97,1
EVT_0537,CIE62209,Pengembangan dan Manajemen Perangkat Lunak - Praktikum,True,2,Asprak_98,2
EVT_0538,CIT60053,Pengembangan Gim,False,2,16,1
EVT_0539,CIE62104,Pengembangan Kurikulum,False,2,TBA_21,1
EVT_0540,CIE62104,Pengembangan Kurikulum,False,2,TBA_22,1
EVT_0541,CIE62201,Perancangan Antarmuka Pengguna,False,2,4,1
EVT_0542,CIE62201,Perancangan Antarmuka Pengguna,False,2,12,2
EVT_0543,CIE62201,Perancangan Antarmuka Pengguna,False,2,16,1
EVT_0544,CIE62201,Perancangan Antarmuka Pengguna,False,2,22,1
EVT_0545,CIE62201,Perancangan Antarmuka Pengguna,False,2,45,1
EVT_0546,CIE62201,Perancangan Antarmuka Pengguna,False,2,47,1
EVT_0547,CIE62201,Perancangan Antarmuka Pengguna,False,2,60,1
EVT_0548,CIE62201,Perancangan Antarmuka Pengguna,False,2,62,1
EVT_0549,CIE62201,Perancangan Antarmuka Pengguna,False,2,98,2
EVT_0550,CIE62201,Perancangan Antarmuka Pengguna,False,2,TBA_26,1
EVT_0551,CIE62201,Perancangan Antarmuka Pengguna - Praktikum,True,2,Asprak_99,1
EVT_0552,CIE62201,Perancangan Antarmuka Pengguna - Praktikum,True,2,Asprak_100,2
EVT_0553,CIE62201,Perancangan Antarmuka Pengguna - Praktikum,True,2,Asprak_101,1
EVT_0554,CIE62201,Perancangan Antarmuka Pengguna - Praktikum,True,2,Asprak_102,1
EVT_0555,CIE62201,Perancangan Antarmuka Pengguna - Praktikum,True,2,Asprak_103,1
EVT_0556,CIE62201,Perancangan Antarmuka Pengguna - Praktikum,True,2,Asprak_104,1
EVT_0557,CIE62201,Perancangan Antarmuka Pengguna - Praktikum,True,2,Asprak_105,1
EVT_0558,CIE62201,Perancangan Antarmuka Pengguna - Praktikum,True,2,Asprak_106,1
EVT_0559,CIE62201,Perancangan Antarmuka Pengguna - Praktikum,True,2,Asprak_107,2
EVT_0560,CIE62201,Perancangan Antarmuka Pengguna - Praktikum,True,2,Asprak_108,1
EVT_0561,CSD60711,Perancangan Pengalaman Pengguna,False,2,4,1
EVT_0562,CSD60711,Perancangan Pengalaman Pengguna,False,2,4,1
EVT_0563,CSD60711,Perancangan Pengalaman Pengguna,False,2,4,1
EVT_0564,CSD60711,Perancangan Pengalaman Pengguna,False,2,12,2
EVT_0565,CSD60711,Perancangan Pengalaman Pengguna,False,2,12,2
EVT_0566,CSD60711,Perancangan Pengalaman Pengguna,False,2,16,1
EVT_0567,CSD60711,Perancangan Pengalaman Pengguna,False,2,16,1
EVT_0568,CSD60711,Perancangan Pengalaman Pengguna,False,2,22,1
EVT_0569,CSD60711,Perancangan Pengalaman Pengguna,False,2,22,1
EVT_0570,CSD60711,Perancangan Pengalaman Pengguna,False,2,45,1
EVT_0571,CSD60711,Perancangan Pengalaman Pengguna,False,2,45,1
EVT_0572,CSD60711,Perancangan Pengalaman Pengguna,False,2,47,1
EVT_0573,CSD60711,Perancangan Pengalaman Pengguna,False,2,47,1
EVT_0574,CSD60711,Perancangan Pengalaman Pengguna,False,2,47,1
EVT_0575,CSD60711,Perancangan Pengalaman Pengguna,False,2,55,1
EVT_0576,CSD60711,Perancangan Pengalaman Pengguna,False,2,60,1
EVT_0577,CSD60711,Perancangan Pengalaman Pengguna,False,2,60,1
EVT_0578,CSD60711,Perancangan Pengalaman Pengguna,False,2,62,1
EVT_0579,CSD60711,Perancangan Pengalaman Pengguna,False,2,62,1
EVT_0580,CSD60711,Perancangan Pengalaman Pengguna,False,2,62,1
EVT_0581,CSD60711,Perancangan Pengalaman Pengguna,False,2,87,1
EVT_0582,CSD60711,Perancangan Pengalaman Pengguna - Praktikum,True,2,Asprak_109,1
EVT_0583,CSD60711,Perancangan Pengalaman Pengguna - Praktikum,True,2,Asprak_110,2
EVT_0584,CSD60711,Perancangan Pengalaman Pengguna - Praktikum,True,2,Asprak_111,1
EVT_0585,CSD60711,Perancangan Pengalaman Pengguna - Praktikum,True,2,Asprak_112,1
EVT_0586,CSD60711,Perancangan Pengalaman Pengguna - Praktikum,True,2,Asprak_113,1
EVT_0587,CSD60711,Perancangan Pengalaman Pengguna - Praktikum,True,2,Asprak_114,1
EVT_0588,CSD60711,Perancangan Pengalaman Pengguna - Praktikum,True,2,Asprak_115,1
EVT_0589,CIS62110,Perencanaan Strategis Sistem Informasi,False,2,6,1
EVT_0590,CIS62110,Perencanaan Strategis Sistem Informasi,False,2,47,2
EVT_0591,CIS60101,Perkembangan dan Tren Teknologi Digital,False,2,12,2
EVT_0592,CIS60101,Perkembangan dan Tren Teknologi Digital,False,2,16,1
EVT_0593,CIS60101,Perkembangan dan Tren Teknologi Digital,False,2,21,1
EVT_0594,CIS60101,Perkembangan dan Tren Teknologi Digital,False,2,40,1
EVT_0595,CIS60101,Perkembangan dan Tren Teknologi Digital,False,2,47,1
EVT_0596,CIS60101,Perkembangan dan Tren Teknologi Digital,False,2,87,1
EVT_0597,CIS60101,Perkembangan dan Tren Teknologi Digital,False,2,94,1
EVT_0598,CIS60101,Perkembangan dan Tren Teknologi Digital,False,2,108,1
EVT_0599,CIS60101,Perkembangan dan Tren Teknologi Digital,False,2,TBA_42,1
EVT_0600,CIS62113,Pola-Pola Perancangan,False,2,4,1
EVT_0601,CIS62113,Pola-Pola Perancangan,False,2,16,1
EVT_0602,CIS62113,Pola-Pola Perancangan,False,2,37,1
EVT_0603,CIS62113,Pola-Pola Perancangan,False,2,76,1
EVT_0604,CSD60712,Probabilitas dan Statistika,False,2,11,1
EVT_0605,CSD60712,Probabilitas dan Statistika,False,2,11,1
EVT_0606,CSD60712,Probabilitas dan Statistika,False,2,16,1
EVT_0607,CSD60712,Probabilitas dan Statistika,False,2,16,1
EVT_0608,CSD60712,Probabilitas dan Statistika,False,2,77,1
EVT_0609,CSD60712,Probabilitas dan Statistika,False,2,83,1
EVT_0610,CSD60712,Probabilitas dan Statistika,False,2,83,1
EVT_0611,CSD60712,Probabilitas dan Statistika,False,2,92,1
EVT_0612,CSD60712,Probabilitas dan Statistika,False,2,92,1
EVT_0613,CSD60712,Probabilitas dan Statistika,False,2,93,1
EVT_0614,CSD60712,Probabilitas dan Statistika,False,2,100,1
EVT_0615,CSD60712,Probabilitas dan Statistika,False,2,100,1
EVT_0616,CSD60712,Probabilitas dan Statistika,False,2,107,1
EVT_0617,CSD60712,Probabilitas dan Statistika,False,2,107,1
EVT_0618,CIT60033,Sistem Forensik Digital,False,2,35,1
EVT_0619,CIT60033,Sistem Forensik Digital,False,2,41,1
EVT_0620,CIT60033,Sistem Forensik Digital,False,2,75,1
EVT_0621,CIT60033,Sistem Forensik Digital,False,2,83,1
EVT_0622,CIT60033,Sistem Forensik Digital,False,2,94,1
EVT_0623,CIS60106,Sistem Informasi Berkelanjutan,False,2,16,1
EVT_0624,CIS60106,Sistem Informasi Berkelanjutan,False,2,53,1
EVT_0625,CIS60106,Sistem Informasi Berkelanjutan,False,2,94,1
EVT_0626,CIS60106,Sistem Informasi Berkelanjutan,False,2,108,1
EVT_0627,CIS60106,Sistem Informasi Berkelanjutan,False,2,TBA_43,1
EVT_0628,CSD60710,Sistem Informasi Geografis,False,2,11,1
EVT_0629,CSD60710,Sistem Informasi Geografis - Praktikum,True,2,Asprak_116,1
EVT_0630,CIT62010,Sistem Operasi,False,2,16,1
EVT_0631,CIT62010,Sistem Operasi,False,2,20,1
EVT_0632,CIT62010,Sistem Operasi,False,2,58,2
EVT_0633,CIT62010,Sistem Operasi,False,2,65,2
EVT_0634,CIT62010,Sistem Operasi,False,2,75,1
EVT_0635,CIT62010,Sistem Operasi,False,2,79,1
EVT_0636,CIT62010,Sistem Operasi,False,2,94,1
EVT_0637,CIT62010,Sistem Operasi,False,2,103,2
EVT_0638,CIT62010,Sistem Operasi,False,2,TBA_52,1
EVT_0639,CIE62307,"Sistem Pembelajaran Berbasis Multimedia, Gim, dan Peranti Bergerak",False,2,16,1
EVT_0640,CIE62307,"Sistem Pembelajaran Berbasis Multimedia, Gim, dan Peranti Bergerak",False,2,47,1
EVT_0641,CIE62307,"Sistem Pembelajaran Berbasis Multimedia, Gim, dan Peranti Bergerak",False,2,62,2
EVT_0642,CIE62307,"Sistem Pembelajaran Berbasis Multimedia, Gim, dan Peranti Bergerak",False,2,103,1
EVT_0643,CIE62118,Sistem Pembelajaran Bergamifikasi dan Terpersonalisasi,False,2,16,2
EVT_0644,CIE62118,Sistem Pembelajaran Bergamifikasi dan Terpersonalisasi,False,2,40,1
EVT_0645,CIE62118,Sistem Pembelajaran Bergamifikasi dan Terpersonalisasi,False,2,47,1
EVT_0646,CIE62118,Sistem Pembelajaran Bergamifikasi dan Terpersonalisasi,False,2,103,1
EVT_0647,CIE62118,Sistem Pembelajaran Bergamifikasi dan Terpersonalisasi,False,2,TBA_29,2
EVT_0648,CIE62308,Sistem Pembelajaran Jarak Jauh,False,2,16,1
EVT_0649,CIE62308,Sistem Pembelajaran Jarak Jauh,False,2,47,1
EVT_0650,CSD60702,Sistem Pendukung Keputusan,False,2,15,1
EVT_0651,CSD60702,Sistem Pendukung Keputusan,False,2,16,1
EVT_0652,CSD60702,Sistem Pendukung Keputusan,False,2,20,1
EVT_0653,CSD60702,Sistem Pendukung Keputusan,False,2,29,1
EVT_0654,CSD60702,Sistem Pendukung Keputusan,False,2,30,1
EVT_0655,CSD60702,Sistem Pendukung Keputusan,False,2,52,1
EVT_0656,CSD60702,Sistem Pendukung Keputusan,False,2,73,1
EVT_0657,CSD60702,Sistem Pendukung Keputusan,False,2,83,1
EVT_0658,CSD60702,Sistem Pendukung Keputusan,False,2,92,1
EVT_0659,CSD60702,Sistem Pendukung Keputusan,False,2,94,1
EVT_0660,CSD60702,Sistem Pendukung Keputusan,False,2,107,1
EVT_0661,CSD60702,Sistem Pendukung Keputusan,False,2,108,1
EVT_0662,CIS60105,Strategi Transformasi Digital,False,2,53,1
EVT_0663,CIS60105,Strategi Transformasi Digital,False,2,94,1
EVT_0664,CIS60105,Strategi Transformasi Digital,False,2,108,1
EVT_0665,CIS60105,Strategi Transformasi Digital,False,2,TBA_44,1
EVT_0666,CIT60047,Tata Kelola dan Kebijakan Keamanan Siber,False,2,14,1
EVT_0667,CIT60047,Tata Kelola dan Kebijakan Keamanan Siber,False,2,17,1
EVT_0668,CIT60047,Tata Kelola dan Kebijakan Keamanan Siber,False,2,46,2
EVT_0669,CIT60047,Tata Kelola dan Kebijakan Keamanan Siber,False,2,94,1
EVT_0670,CIT60047,Tata Kelola dan Kebijakan Keamanan Siber,False,2,TBA_53,1
EVT_0671,CIT60049,Teknologi Basis Data Non Relational,False,2,16,1
EVT_0672,CIT60049,Teknologi Basis Data Non Relational,False,2,102,1
EVT_0673,CIT60049,Teknologi Basis Data Non Relational,False,2,TBA_54,1
EVT_0674,CIT60036,Teknologi Berbasis Cloud,False,2,16,1
EVT_0675,CIT60036,Teknologi Berbasis Cloud,False,2,20,1
EVT_0676,CIT60036,Teknologi Berbasis Cloud,False,2,35,1
EVT_0677,CIT60036,Teknologi Berbasis Cloud,False,2,46,1
EVT_0678,CIT60036,Teknologi Berbasis Cloud,False,2,75,1
EVT_0679,CIT60036,Teknologi Berbasis Cloud,False,2,104,1
EVT_0680,CSD60717,Teknologi Blockchain dan Platform Keuangan Digital,False,2,14,1
EVT_0681,CIT60042,Teknologi Blockchain dan Platform Keuangan Digital,False,2,14,1
EVT_0682,CSD60717,Teknologi Blockchain dan Platform Keuangan Digital,False,2,17,1
EVT_0683,CIT60042,Teknologi Blockchain dan Platform Keuangan Digital,False,2,46,1
EVT_0684,CSD60717,Teknologi Blockchain dan Platform Keuangan Digital,False,2,47,1
EVT_0685,CIT60042,Teknologi Blockchain dan Platform Keuangan Digital,False,2,47,1
EVT_0686,CSD60717,Teknologi Blockchain dan Platform Keuangan Digital,False,2,105,2
EVT_0687,CSD60717,Teknologi Blockchain dan Platform Keuangan Digital,False,2,TBA_45,2
EVT_0688,CIT62017,Teknologi Integrasi Sistem,False,2,16,1
EVT_0689,CIT62017,Teknologi Integrasi Sistem,False,2,20,1
EVT_0690,CIT62017,Teknologi Integrasi Sistem,False,2,22,2
EVT_0691,CIT62017,Teknologi Integrasi Sistem,False,2,TBA_55,1
EVT_0692,CIT62017,Teknologi Integrasi Sistem - Praktikum,True,2,Asprak_117,1
EVT_0693,CIT62017,Teknologi Integrasi Sistem - Praktikum,True,2,Asprak_118,1
EVT_0694,CIT62017,Teknologi Integrasi Sistem - Praktikum,True,2,Asprak_119,2
EVT_0695,CIT62017,Teknologi Integrasi Sistem - Praktikum,True,2,Asprak_120,1
EVT_0696,CIE62116,Teknologi Komputasi Awan,False,2,17,1
EVT_0697,CIE62116,Teknologi Komputasi Awan,False,2,20,1
EVT_0698,CIE62116,Teknologi Komputasi Awan,False,2,TBA_30,1
EVT_0699,CIE62117,Teknologi Peranti Internet,False,2,16,1
EVT_0700,CIE62117,Teknologi Peranti Internet,False,2,17,1
EVT_0701,CIE62117,Teknologi Peranti Internet,False,2,20,1
EVT_0702,CIE62117,Teknologi Peranti Internet,False,2,79,1
EVT_0703,CIE62117,Teknologi Peranti Internet,False,2,103,2
EVT_0704,CIE62117,Teknologi Peranti Internet,False,2,TBA_31,2
EVT_0705,CIE62202,Teknologi Platform,False,2,16,1
EVT_0706,CIE62202,Teknologi Platform,False,2,17,1
EVT_0707,CIE62202,Teknologi Platform,False,2,47,1
EVT_0708,CIE62202,Teknologi Platform,False,2,TBA_32,1
EVT_0709,CIT60051,Teknologi Smart City,False,2,6,2
EVT_0710,CIT60051,Teknologi Smart City,False,2,20,1
EVT_0711,CIT60051,Teknologi Smart City,False,2,47,1
EVT_0712,CIT60051,Teknologi Smart City,False,2,58,2
EVT_0713,CIT60051,Teknologi Smart City,False,2,67,1
EVT_0714,CIT60051,Teknologi Smart City,False,2,105,2
EVT_0715,CIE62106,Teori dan Sains Belajar,False,2,100,1
EVT_0716,CIE62106,Teori dan Sains Belajar,False,2,TBA_33,1
EVT_0717,CIE62106,Teori dan Sains Belajar,False,2,TBA_34,1
EVT_0718,CIS60104,Transformasi Pemerintah,False,2,11,1
EVT_0719,CIS60104,Transformasi Pemerintah,False,2,12,2
EVT_0720,CIS60104,Transformasi Pemerintah,False,2,21,1
EVT_0721,CIS60104,Transformasi Pemerintah,False,2,47,2
EVT_0722,CIS60104,Transformasi Pemerintah,False,2,94,1
EVT_0723,CIS60104,Transformasi Pemerintah,False,2,108,1
EVT_0724,CIS60104,Transformasi Pemerintah,False,2,TBA_46,1
