iterations,fitness,violations
1,3310,
2,3310,
3,3310,
4,3310,
5,3310,
6,3310,
7,3310,
8,3310,
9,3310,
10,3310,
11,3310,
12,3310,
13,3310,
14,3310,
15,3310,
16,3310,
17,3310,
18,3310,
19,3310,
20,3310,
21,3310,
22,3310,
23,3310,
24,3310,
25,3310,
26,3310,
27,3310,
28,3310,
29,3310,
30,3310,
31,3310,
32,3310,
33,3310,
34,3310,
35,3310,
36,3310,
37,3310,
38,3310,
39,3310,
40,3310,
41,3310,
42,3310,
43,3310,
44,3310,
45,3310,
46,3310,
47,3310,
48,3310,
49,3310,
50,3310,
51,3310,
52,3310,
53,3310,
54,3310,
55,3310,
56,3310,
57,3310,
58,3310,
59,3310,
60,3310,
61,3310,
62,3310,
63,3310,
64,3310,
65,3310,
66,3310,
67,3310,
68,3310,
69,3310,
70,3310,
71,3310,
72,3310,
73,3310,
74,3310,
75,3310,
76,3310,
77,3310,
78,3310,
79,3310,
80,3310,
81,3310,
82,3310,
83,3310,
84,3310,
85,3310,
86,3310,
87,3310,
88,3310,
89,3310,
90,3310,
91,3310,
92,3310,
93,3310,
94,3310,
95,3310,
96,3310,
97,3310,
98,3310,
99,3310,
100,3310,29.0
