iterations,fitness,violations
1,3333,29
2,2830,24
3,2629,22
4,2338,19
5,2229,18
6,2134,17
7,2034,16
8,2032,16
9,2032,16
10,1932,15
11,1832,14
12,1732,13
13,1732,13
14,1730,13
15,1725,13
16,1725,13
17,1725,13
18,1725,13
19,1723,13
20,1711,13
21,1705,13
22,1705,13
23,1705,13
24,1605,12
25,1597,12
26,1597,12
27,1497,11
28,1397,10
29,1397,10
30,1397,10
31,1297,9
32,1197,8
33,1097,7
34,1097,7
35,1097,7
36,1097,7
37,1095,7
38,1095,7
39,1095,7
40,995,6
41,995,6
42,995,6
43,995,6
44,995,6
45,995,6
46,903,5
47,903,5
48,903,5
49,897,5
50,897,5
51,897,5
52,897,5
53,897,5
54,897,5
55,897,5
56,897,5
57,897,5
58,897,5
59,897,5
60,797,4
61,797,4
62,797,4
63,797,4
64,797,4
65,797,4
66,695,3
67,695,3
68,695,3
69,695,3
70,595,2
71,595,2
72,589,2
73,589,2
74,589,2
75,589,2
76,489,1
77,489,1
78,489,1
79,489,1
80,489,1
81,489,1
82,489,1
83,489,1
84,489,1
85,489,1
86,489,1
87,489,1
88,489,1
89,489,1
90,489,1
91,489,1
92,389,0
93,389,0
94,389,0
95,389,0
96,389,0
97,389,0
98,389,0
99,389,0
100,389,0
