Algorithm,Fit_Best,Fit_Worst,Fit_Mean,Fit_Std,Vio_Best,Vio_Worst,Vio_Mean,Vio_Std
/HOME/EMERY/DOCUMENTS/SCHEDULING_PUMA_OPTIMIZER/DOCS/MLFLOW/SI/MLFLOW_ITERATION_100_SI_5/ACO,3124,3237,3129.5,22.33,27.0,28.0,27.04,0.2
/HOME/EMERY/DOCUMENTS/SCHEDULING_PUMA_OPTIMIZER/DOCS/MLFLOW/SI/MLFLOW_ITERATION_100_SI_5/PSO,3310,3310,3310.0,0.0,29.0,29.0,29.0,
/HOME/EMERY/DOCUMENTS/SCHEDULING_PUMA_OPTIMIZER/DOCS/MLFLOW/SI/MLFLOW_ITERATION_100_SI_5/POA,389,3333,1076.31,617.36,0.0,29.0,6.75,6.04
/HOME/EMERY/DOCUMENTS/SCHEDULING_PUMA_OPTIMIZER/DOCS/MLFLOW/SI/MLFLOW_ITERATION_100_SI_5/ABC,1310,3037,1855.5,497.96,26.0,34.0,30.08,2.11
