iterations,fitness,violations
1,1740,14
2,1520,12
3,1241,9
4,841,5
5,829,5
6,722,4
7,722,4
8,709,4
9,709,4
10,701,4
11,701,4
12,700,4
13,700,4
14,700,4
15,700,4
16,700,4
17,694,4
18,694,4
19,694,4
20,694,4
21,694,4
22,694,4
23,694,4
24,688,4
25,688,4
26,588,3
27,588,3
28,586,3
29,584,3
30,584,3
31,584,3
32,584,3
33,584,3
34,584,3
35,584,3
36,584,3
37,584,3
38,584,3
39,584,3
40,584,3
41,584,3
42,584,3
43,484,2
44,484,2
45,484,2
46,484,2
47,484,2
48,482,2
49,482,2
50,482,2
51,482,2
52,482,2
53,482,2
54,482,2
55,482,2
56,482,2
57,482,2
58,482,2
59,482,2
60,475,2
61,475,2
62,475,2
63,475,2
64,475,2
65,475,2
66,475,2
67,375,1
68,375,1
69,375,1
70,375,1
71,375,1
72,375,1
73,375,1
74,375,1
75,375,1
76,373,1
77,373,1
78,373,1
79,373,1
80,279,0
81,279,0
82,279,0
83,279,0
84,279,0
85,279,0
86,279,0
87,279,0
88,279,0
89,279,0
90,279,0
91,279,0
92,274,0
93,274,0
94,274,0
95,267,0
96,267,0
97,267,0
98,267,0
99,267,0
100,267,0
