iterations,fitness,violations
1,3450,30
2,2727,23
3,2335,19
4,2327,19
5,2035,16
6,1927,15
7,1827,14
8,1727,13
9,1727,13
10,1725,13
11,1625,12
12,1625,12
13,1625,12
14,1623,12
15,1623,12
16,1523,11
17,1523,11
18,1523,11
19,1432,10
20,1432,10
21,1432,10
22,1325,9
23,1325,9
24,1325,9
25,1325,9
26,1325,9
27,1325,9
28,1325,9
29,1325,9
30,1323,9
31,1323,9
32,1323,9
33,1223,8
34,1223,8
35,1023,6
36,1023,6
37,1023,6
38,1023,6
39,1023,6
40,1023,6
41,1023,6
42,1023,6
43,1023,6
44,1023,6
45,1023,6
46,1021,6
47,923,5
48,915,5
49,915,5
50,915,5
51,915,5
52,915,5
53,915,5
54,915,5
55,915,5
56,908,5
57,908,5
58,906,5
59,906,5
60,806,4
61,706,3
62,606,2
63,606,2
64,606,2
65,606,2
66,606,2
67,606,2
68,606,2
69,606,2
70,606,2
71,606,2
72,606,2
73,604,2
74,506,1
75,504,1
76,504,1
77,504,1
78,504,1
79,504,1
80,504,1
81,504,1
82,504,1
83,504,1
84,504,1
85,504,1
86,497,1
87,497,1
88,497,1
89,497,1
90,497,1
91,497,1
92,497,1
93,497,1
94,497,1
95,497,1
96,490,1
97,490,1
98,490,1
99,490,1
100,490,1
