iterations,fitness,violations
1,3052,27
2,2952,27
3,2952,27
4,2952,27
5,2952,27
6,2952,27
7,2924,33
8,2924,33
9,2724,33
10,2724,33
11,2624,33
12,2624,33
13,2624,33
14,2624,33
15,2624,33
16,2624,33
17,2624,33
18,2622,33
19,2622,33
20,2537,33
21,2437,33
22,2437,33
23,2337,33
24,2337,33
25,2337,33
26,2337,33
27,2337,33
28,2329,33
29,2299,33
30,2299,33
31,2199,33
32,2199,33
33,2157,33
34,2057,33
35,1936,33
36,1936,33
37,1936,33
38,1936,33
39,1936,33
40,1936,33
41,1836,33
42,1836,33
43,1736,33
44,1736,33
45,1736,33
46,1736,33
47,1636,33
48,1636,33
49,1636,33
50,1636,33
51,1636,33
52,1636,33
53,1634,33
54,1626,33
55,1626,33
56,1539,33
57,1539,33
58,1539,33
59,1539,33
60,1539,33
61,1539,33
62,1539,33
63,1539,33
64,1333,33
65,1333,33
66,1333,33
67,1333,33
68,1333,33
69,1233,33
70,1233,33
71,1233,33
72,1233,33
73,1233,33
74,1233,33
75,1233,33
76,1233,33
77,1213,37
78,1213,37
79,1213,37
80,1213,37
81,1213,37
82,1213,37
83,1213,37
84,1213,37
85,1213,37
86,1188,33
87,1188,33
88,1188,33
89,1188,33
90,1188,33
91,1188,33
92,1188,33
93,1188,33
94,1188,33
95,1188,33
96,1188,33
97,1188,33
98,1188,33
99,1188,33
100,1188,33
