iterations,fitness,violations
1,20624,193
2,20192,189
3,19490,181
4,18887,175
5,18378,170
6,18076,167
7,17684,163
8,17475,161
9,17375,160
10,17180,158
11,16975,156
12,16875,155
13,16775,154
14,16675,153
15,16673,153
16,16673,153
17,16573,152
18,16565,152
19,16473,151
20,16373,150
21,16273,149
22,16173,148
23,16173,148
24,16071,147
25,15971,146
26,15871,145
27,15771,144
28,15671,143
29,15571,142
30,15471,141
31,15371,140
32,15371,140
33,15271,139
34,15271,139
35,15271,139
36,15171,138
37,15071,137
38,14971,136
39,14866,135
40,14764,134
41,14664,133
42,14557,132
43,14457,131
44,14357,130
45,14257,129
46,14257,129
47,14257,129
48,14257,129
49,14159,128
50,14159,128
51,14059,127
52,13959,126
53,13959,126
54,13959,126
55,13953,126
56,13853,125
57,13753,124
58,13654,123
59,13554,122
60,13546,122
61,13544,122
62,13452,121
63,13252,119
64,13152,118
65,13052,117
66,13052,117
67,12952,116
68,12852,115
69,12846,115
70,12840,115
71,12839,115
72,12837,115
73,12831,115
74,12737,114
75,12724,114
76,12624,113
77,12624,113
78,12624,113
79,12524,112
80,12424,111
81,12324,110
82,12324,110
83,12323,110
84,12225,109
85,12124,108
86,12124,108
87,12024,107
88,12024,107
89,11924,106
90,11924,106
91,11826,105
92,11826,105
93,11718,104
94,11618,103
95,11518,102
96,11518,102
97,11510,102
98,11503,102
99,11405,101
100,11405,101
