iterations,fitness,violations
1,21837,206
2,21430,201
3,20990,197
4,20990,197
5,20990,197
6,20990,197
7,20990,197
8,20990,197
9,20990,197
10,20990,197
11,20011,187
12,20011,187
13,20011,187
14,20011,187
15,20011,187
16,20011,187
17,20011,187
18,20011,187
19,20011,187
20,20011,187
21,20011,187
22,20011,187
23,20011,187
24,20011,187
25,20011,187
26,20011,187
27,20011,187
28,20011,187
29,20011,187
30,20011,187
31,20011,187
32,20011,187
33,20011,187
34,20011,187
35,20011,187
36,20011,187
37,20011,187
38,20011,187
39,20011,187
40,20011,187
41,20011,187
42,20011,187
43,20011,187
44,20011,187
45,20011,187
46,20011,187
47,20011,187
48,20011,187
49,20011,187
50,20011,187
51,20011,187
52,20011,187
53,20011,187
54,20011,187
55,20011,187
56,20011,187
57,20011,187
58,20011,187
59,20011,187
60,20011,187
61,20011,187
62,20011,187
63,20011,187
64,20011,187
65,20011,187
66,20011,187
67,20011,187
68,20011,187
69,20011,187
70,20011,187
71,20011,187
72,20011,187
73,20011,187
74,20011,187
75,20011,187
76,20011,187
77,20011,187
78,20011,187
79,20011,187
80,20011,187
81,20011,187
82,20011,187
83,20011,187
84,20011,187
85,20011,187
86,20011,187
87,20011,187
88,20011,187
89,20011,187
90,20011,187
91,20011,187
92,20011,187
93,20011,187
94,20011,187
95,20011,187
96,20011,187
97,20011,187
98,20011,187
99,20011,187
100,20011,187
