kode_mk,nama_mk,prodi,prioritas,berminat,dosen_id,dosen_list,jenis,ruang,waktu
CIS62102,Desain Antar Muka Pengguna,Sistem Informasi,1,"Pengelola, Pengampu",4.0,['4.0'],reguler,F2.1,Jumat_09:30-10:20
CIS62102,Desain Antar Muka Pengguna,Sistem Informasi,1,"Pengelola, Pengampu",16.0,['16.0'],reguler,F4.12,Kamis_17:50-18:40
CIS62102,Desain Antar Muka Pengguna,Sistem Informasi,1,Pengampu,12.0,['12.0'],reguler,F3.7b,Selasa_08:40-09:30
CIS62102,Desain Antar Muka Pengguna,Sistem Informasi,1,Pengampu,37.0,['37.0'],reguler,F11.1,Rabu_14:30-15:20
CIS62102,Desain Antar Muka Pengguna,Sistem Informasi,1,Pengampu,62.0,['62.0'],reguler,F3.1,Selasa_17:50-18:40
CIS62102,Desain Antar Muka Pengguna,Sistem Informasi,1,Pengampu,87.0,['87.0'],reguler,F9.2,Selasa_09:30-10:20
CIS62102,Desain Antar Muka Pengguna,Sistem Informasi,2,Pengampu,70.0,['70.0'],reguler,F3.9,Kamis_13:40-14:30
CIS62103,Jaringan dan Komputasi Awan,Sistem Informasi,1,Pengampu,16.0,['16.0'],reguler,F4.10,Selasa_17:50-18:40
CIS62103,Jaringan dan Komputasi Awan,Sistem Informasi,1,Pengampu,17.0,['17.0'],reguler,F3.15,Selasa_10:20-11:10
CIS62103,Jaringan dan Komputasi Awan,Sistem Informasi,1,Pengampu,20.0,['20.0'],reguler,F3.16,Jumat_15:20-16:10
CIS62103,Jaringan dan Komputasi Awan,Sistem Informasi,1,Pengampu,41.0,['41.0'],reguler,F3.18,Senin_17:50-18:40
CIS62103,Jaringan dan Komputasi Awan,Sistem Informasi,1,Pengampu,75.0,['75.0'],reguler,F3.7a,Senin_14:30-15:20
CIS62103,Jaringan dan Komputasi Awan,Sistem Informasi,2,Pengampu,21.0,['21.0'],reguler,F2.8,Senin_08:40-09:30
CIS62103,Jaringan dan Komputasi Awan,Sistem Informasi,2,Pengampu,65.0,['65.0'],reguler,F2.8,Kamis_07:00-07:50
CIS62103,Jaringan dan Komputasi Awan,Sistem Informasi,2,Pengampu,79.0,['79.0'],reguler,F2.8,Kamis_09:30-10:20
CIS62104,Pemodelan Proses Bisnis,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",13.0,['13.0'],reguler,F3.10,Jumat_13:40-14:30
CIS62104,Pemodelan Proses Bisnis,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",53.0,['53.0'],reguler,F3.13,Senin_12:00-12:50
CIS62104,Pemodelan Proses Bisnis,Sistem Informasi,1,"Pengelola, Pengampu",6.0,['6.0'],reguler,F3.1,Senin_14:30-15:20
CIS62104,Pemodelan Proses Bisnis,Sistem Informasi,1,Pengampu,16.0,['16.0'],reguler,F11.4,Senin_10:20-11:10
CIS62104,Pemodelan Proses Bisnis,Sistem Informasi,1,Pengampu,49.0,['49.0'],reguler,F4.12,Senin_07:00-07:50
CIS62104,Pemodelan Proses Bisnis,Sistem Informasi,1,Pengampu,55.0,['55.0'],reguler,F4.7,Rabu_12:00-12:50
CIS62104,Pemodelan Proses Bisnis,Sistem Informasi,1,Pengampu,108.0,['108.0'],reguler,F3.12,Senin_10:20-11:10
CIS62105,Pengantar Sains Data,Sistem Informasi,1,"Pengelola, Pengampu",16.0,['16.0'],reguler,F3.17,Kamis_07:50-08:40
CIS62105,Pengantar Sains Data,Sistem Informasi,1,"Pengelola, Pengampu",52.0,['52.0'],reguler,F4.4,Kamis_09:30-10:20
CIS62105,Pengantar Sains Data,Sistem Informasi,1,"Pengelola, Pengampu",72.0,['72.0'],reguler,F3.16,Senin_17:50-18:40
CIS62105,Pengantar Sains Data,Sistem Informasi,1,"Pengelola, Pengampu",73.0,['73.0'],reguler,F2.1,Kamis_11:10-12:00
CIS62105,Pengantar Sains Data,Sistem Informasi,1,"Pengelola, Pengampu",94.0,['94.0'],reguler,F4.2,Rabu_09:30-10:20
CIS62105,Pengantar Sains Data,Sistem Informasi,1,Pengampu,20.0,['20.0'],reguler,F4.13,Senin_17:50-18:40
CIS62105,Pengantar Sains Data,Sistem Informasi,1,Pengampu,37.0,['37.0'],reguler,F11.3,Rabu_12:00-12:50
CIS62105,Pengantar Sains Data,Sistem Informasi,1,Pengampu,63.0,['63.0'],reguler,F4.5,Senin_15:20-16:10
CIS62105,Pengantar Sains Data,Sistem Informasi,1,Pengampu,Belum Ada Dosen,['Belum Ada Dosen'],reguler,F4.12,Senin_17:50-18:40
CIS62105,Pengantar Sains Data,Sistem Informasi,1,Pengampu,80.0,['80.0'],reguler,F4.7,Rabu_15:20-16:10
CIS62105,Pengantar Sains Data,Sistem Informasi,1,Pengampu,87.0,['87.0'],reguler,F2.8,Selasa_07:00-07:50
CIS62105,Pengantar Sains Data,Sistem Informasi,1,Pengampu,92.0,['92.0'],reguler,F4.6,Selasa_07:50-08:40
CIS62105,Pengantar Sains Data,Sistem Informasi,1,Pengampu,97.0,['97.0'],reguler,F3.10,Kamis_15:20-16:10
CIS62105,Pengantar Sains Data,Sistem Informasi,1,Pengampu,102.0,['102.0'],reguler,F4.11,Senin_07:50-08:40
CIS62105,Pengantar Sains Data,Sistem Informasi,2,Pengampu,11.0,['11.0'],reguler,F2.5,Kamis_15:20-16:10
CIS62105,Pengantar Sains Data,Sistem Informasi,2,Pengampu,21.0,['21.0'],reguler,F3.5a,Senin_12:00-12:50
CIS62105,Pengantar Sains Data,Sistem Informasi,2,Pengampu,89.0,['89.0'],reguler,F3.18,Senin_12:00-12:50
CIS62106,Pemrograman Web,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",16.0,['16.0'],reguler,F4.2,Selasa_07:50-08:40
CIS62106,Pemrograman Web,Sistem Informasi,1,"Pengelola, Pengampu",4.0,['4.0'],reguler,F4.7,Kamis_16:10-17:00
CIS62106,Pemrograman Web,Sistem Informasi,1,"Pengelola, Pengampu",22.0,['22.0'],reguler,F2.6,Senin_14:30-15:20
CIS62106,Pemrograman Web,Sistem Informasi,1,"Pengelola, Pengampu",47.0,['47.0'],reguler,F2.6,Senin_09:30-10:20
CIS62106,Pemrograman Web,Sistem Informasi,1,Pengampu,1.0,['1.0'],reguler,F4.2,Selasa_11:10-12:00
CIS62106,Pemrograman Web,Sistem Informasi,1,Pengampu,31.0,['31.0'],reguler,F11.3,Jumat_14:30-15:20
CIS62106,Pemrograman Web,Sistem Informasi,1,Pengampu,37.0,['37.0'],reguler,F3.4,Rabu_10:20-11:10
CIS62106,Pemrograman Web,Sistem Informasi,1,Pengampu,75.0,['75.0'],reguler,F3.18,Rabu_07:50-08:40
CIS62106,Pemrograman Web,Sistem Informasi,1,Pengampu,82.0,['82.0'],reguler,F3.6,Rabu_16:10-17:00
CIS62106,Pemrograman Web,Sistem Informasi,1,Pengampu,98.0,['98.0'],reguler,F4.7,Senin_10:20-11:10
CIS62106,Pemrograman Web,Sistem Informasi,1,Pengampu,105.0,['105.0'],reguler,F3.7b,Jumat_11:10-12:00
CIS62106,Pemrograman Web,Sistem Informasi,2,Pengampu,70.0,['70.0'],reguler,F2.9,Jumat_14:30-15:20
CIS62106,Pemrograman Web,Sistem Informasi,2,Pengampu,103.0,['103.0'],reguler,F9.1,Rabu_12:50-13:40
CIS62108,Enterprise Architecture I,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",13.0,['13.0'],reguler,F4.2,Jumat_07:50-08:40
CIS62108,Enterprise Architecture I,Sistem Informasi,1,"Pengelola, Pengampu",6.0,['6.0'],reguler,F4.2,Selasa_07:00-07:50
CIS62108,Enterprise Architecture I,Sistem Informasi,1,"Pengelola, Pengampu",55.0,['55.0'],reguler,F9.1,Selasa_12:50-13:40
CIS62108,Enterprise Architecture I,Sistem Informasi,1,Pengampu,62.0,['62.0'],reguler,F4.2,Rabu_17:50-18:40
CIS62108,Enterprise Architecture I,Sistem Informasi,1,Pengampu,76.0,['76.0'],reguler,F3.14,Rabu_12:00-12:50
CIS62108,Enterprise Architecture I,Sistem Informasi,1,Pengampu,87.0,['87.0'],reguler,F2.8,Jumat_11:15-12:05_AGAMA_KHUSUS
CIS62108,Enterprise Architecture I,Sistem Informasi,2,Pengampu,Belum Ada Dosen,['Belum Ada Dosen'],reguler,F11.3,Kamis_08:40-09:30
CIS62109,Pengujian dan Evaluasi Sistem Informasi,Sistem Informasi,1,"Pengelola, Pengampu",4.0,['4.0'],reguler,F2.2,Jumat_15:20-16:10
CIS62109,Pengujian dan Evaluasi Sistem Informasi,Sistem Informasi,1,Pengampu,67.0,['67.0'],reguler,F3.12,Kamis_11:10-12:00
CIS62110,Perencanaan Strategis Sistem Informasi,Sistem Informasi,1,"Pengelola, Pengampu",6.0,['6.0'],reguler,F4.5,Selasa_07:00-07:50
