iterations,fitness,violations
1,1871,15
2,1367,10
3,967,6
4,765,4
5,759,4
6,753,4
7,751,4
8,751,4
9,749,4
10,749,4
11,749,4
12,749,4
13,749,4
14,649,3
15,649,3
16,649,3
17,549,2
18,549,2
19,449,1
20,449,1
21,449,1
22,449,1
23,449,1
24,449,1
25,449,1
26,449,1
27,449,1
28,449,1
29,449,1
30,449,1
31,449,1
32,449,1
33,449,1
34,449,1
35,449,1
36,449,1
37,449,1
38,449,1
39,449,1
40,449,1
41,449,1
42,449,1
43,449,1
44,449,1
45,449,1
46,449,1
47,449,1
48,449,1
49,449,1
50,449,1
51,449,1
52,449,1
53,449,1
54,449,1
55,449,1
56,449,1
57,449,1
58,449,1
59,449,1
60,449,1
61,449,1
62,449,1
63,449,1
64,449,1
65,449,1
66,449,1
67,449,1
68,449,1
69,449,1
70,449,1
71,449,1
72,449,1
73,449,1
74,449,1
75,449,1
76,449,1
77,449,1
78,449,1
79,449,1
80,449,1
81,449,1
82,449,1
83,449,1
84,449,1
85,449,1
86,449,1
87,449,1
88,449,1
89,442,1
90,442,1
91,442,1
92,442,1
93,442,1
94,442,1
95,442,1
96,442,1
97,442,1
98,442,1
99,442,1
100,442,1
