iterations,fitness,violations
1,2080,18
2,1596,13
3,1596,13
4,1596,13
5,1596,13
6,1596,13
7,1596,13
8,1596,13
9,1596,13
10,1596,13
11,1596,13
12,1596,13
13,1596,13
14,1596,13
15,1596,13
16,1596,13
17,1596,13
18,1596,13
19,1596,13
20,1596,13
21,1596,13
22,1596,13
23,1596,13
24,1596,13
25,1596,13
26,1596,13
27,1596,13
28,1596,13
29,1596,13
30,1596,13
31,1596,13
32,1596,13
33,1596,13
34,1596,13
35,1596,13
36,1596,13
37,1596,13
38,1596,13
39,1596,13
40,1596,13
41,1596,13
42,1596,13
43,1596,13
44,1596,13
45,1596,13
46,1596,13
47,1596,13
48,1596,13
49,1596,13
50,1596,13
51,1596,13
52,1596,13
53,1596,13
54,1596,13
55,1596,13
56,1596,13
57,1596,13
58,1596,13
59,1596,13
60,1596,13
61,1596,13
62,1596,13
63,1596,13
64,1596,13
65,1596,13
66,1596,13
67,1596,13
68,1596,13
69,1596,13
70,1596,13
71,1596,13
72,1596,13
73,1596,13
74,1596,13
75,1596,13
76,1596,13
77,1596,13
78,1596,13
79,1596,13
80,1596,13
81,1596,13
82,1596,13
83,1596,13
84,1596,13
85,1596,13
86,1596,13
87,1596,13
88,1596,13
89,1596,13
90,1596,13
91,1596,13
92,1596,13
93,1596,13
94,1596,13
95,1596,13
96,1596,13
97,1596,13
98,1596,13
99,1596,13
100,1596,13
