iterations,fitness,violations
1,1838,16
2,1833,16
3,1805,20
4,1772,19
5,1705,20
6,1705,20
7,1705,20
8,1700,17
9,1700,17
10,1700,17
11,1700,17
12,1604,20
13,1604,20
14,1604,20
15,1604,20
16,1604,20
17,1604,20
18,1472,19
19,1272,19
20,1272,19
21,1272,19
22,1272,19
23,1272,19
24,1272,19
25,1272,19
26,1270,19
27,1270,19
28,1270,19
29,1270,19
30,1270,19
31,1270,19
32,1171,18
33,1171,18
34,1171,18
35,1171,18
36,1171,18
37,1171,18
38,1071,18
39,971,18
40,971,18
41,971,18
42,971,18
43,971,18
44,971,18
45,873,18
46,865,18
47,865,18
48,865,18
49,863,18
50,789,22
51,771,18
52,771,18
53,771,18
54,771,18
55,678,22
56,674,28
57,576,28
58,576,28
59,570,28
60,570,28
61,570,28
62,570,28
63,570,28
64,570,28
65,570,28
66,570,28
67,570,28
68,570,28
69,570,28
70,570,28
71,570,28
72,570,28
73,570,28
74,570,28
75,570,28
76,570,28
77,570,28
78,570,28
79,570,28
80,570,28
81,570,28
82,570,28
83,570,28
84,570,28
85,570,28
86,570,28
87,570,28
88,570,28
89,570,28
90,570,28
91,570,28
92,570,28
93,570,28
94,570,28
95,570,28
96,570,28
97,570,28
98,570,28
99,570,28
100,570,28
