iterations,fitness,violations
1,3203,28
2,2914,25
3,2517,21
4,1827,14
5,1729,13
6,1529,11
7,1521,11
8,1421,10
9,1421,10
10,1412,10
11,1410,10
12,1410,10
13,1408,10
14,1408,10
15,1408,10
16,1408,10
17,1408,10
18,1408,10
19,1308,9
20,1302,9
21,1302,9
22,1202,8
23,1202,8
24,1202,8
25,1202,8
26,1102,7
27,1102,7
28,1002,6
29,1002,6
30,902,5
31,902,5
32,896,5
33,896,5
34,896,5
35,896,5
36,888,5
37,888,5
38,888,5
39,888,5
40,888,5
41,888,5
42,888,5
43,888,5
44,888,5
45,888,5
46,788,4
47,788,4
48,788,4
49,788,4
50,780,4
51,780,4
52,780,4
53,780,4
54,780,4
55,780,4
56,780,4
57,780,4
58,780,4
59,780,4
60,780,4
61,780,4
62,780,4
63,780,4
64,780,4
65,780,4
66,780,4
67,780,4
68,780,4
69,780,4
70,780,4
71,780,4
72,780,4
73,780,4
74,780,4
75,780,4
76,780,4
77,780,4
78,780,4
79,778,4
80,778,4
81,778,4
82,678,3
83,678,3
84,678,3
85,678,3
86,678,3
87,678,3
88,678,3
89,678,3
90,578,2
91,578,2
92,578,2
93,578,2
94,578,2
95,578,2
96,578,2
97,578,2
98,578,2
99,578,2
100,578,2
