iterations,fitness,violations
1,1808,
2,1808,
3,1808,
4,1808,
5,1808,
6,1808,
7,1808,
8,1808,
9,1808,
10,1808,
11,1808,
12,1808,
13,1808,
14,1808,
15,1808,
16,1808,
17,1808,
18,1808,
19,1808,
20,1808,
21,1808,
22,1808,
23,1808,
24,1808,
25,1808,
26,1808,
27,1808,
28,1808,
29,1808,
30,1808,
31,1808,
32,1808,
33,1808,
34,1808,
35,1808,
36,1808,
37,1808,
38,1808,
39,1808,
40,1808,
41,1808,
42,1808,
43,1808,
44,1808,
45,1808,
46,1808,
47,1808,
48,1808,
49,1808,
50,1808,
51,1808,
52,1808,
53,1808,
54,1808,
55,1808,
56,1808,
57,1808,
58,1808,
59,1808,
60,1808,
61,1808,
62,1808,
63,1808,
64,1808,
65,1808,
66,1808,
67,1808,
68,1808,
69,1808,
70,1808,
71,1808,
72,1808,
73,1808,
74,1808,
75,1808,
76,1808,
77,1808,
78,1808,
79,1808,
80,1808,
81,1808,
82,1808,
83,1808,
84,1808,
85,1808,
86,1808,
87,1808,
88,1808,
89,1808,
90,1808,
91,1808,
92,1808,
93,1808,
94,1808,
95,1808,
96,1808,
97,1808,
98,1808,
99,1808,
100,1808,15.0
