iterations,fitness,violations
1,1600,13
2,1506,12
3,1506,12
4,1506,12
5,1506,12
6,1506,12
7,1506,12
8,1506,12
9,1506,12
10,1506,12
11,1506,12
12,1506,12
13,1506,12
14,1506,12
15,1506,12
16,1506,12
17,1506,12
18,1506,12
19,1506,12
20,1506,12
21,1506,12
22,1506,12
23,1506,12
24,1506,12
25,1506,12
26,1506,12
27,1506,12
28,1506,12
29,1506,12
30,1506,12
31,1506,12
32,1506,12
33,1506,12
34,1506,12
35,1506,12
36,1506,12
37,1506,12
38,1506,12
39,1506,12
40,1506,12
41,1506,12
42,1506,12
43,1506,12
44,1506,12
45,1506,12
46,1506,12
47,1506,12
48,1506,12
49,1506,12
50,1506,12
51,1506,12
52,1506,12
53,1506,12
54,1506,12
55,1506,12
56,1506,12
57,1506,12
58,1506,12
59,1506,12
60,1506,12
61,1506,12
62,1506,12
63,1506,12
64,1506,12
65,1506,12
66,1506,12
67,1506,12
68,1506,12
69,1506,12
70,1506,12
71,1506,12
72,1506,12
73,1506,12
74,1506,12
75,1506,12
76,1506,12
77,1506,12
78,1506,12
79,1506,12
80,1506,12
81,1506,12
82,1506,12
83,1506,12
84,1506,12
85,1506,12
86,1506,12
87,1506,12
88,1506,12
89,1506,12
90,1506,12
91,1506,12
92,1506,12
93,1506,12
94,1506,12
95,1506,12
96,1506,12
97,1506,12
98,1506,12
99,1506,12
100,1506,12
