iterations,fitness,violations
1,20226,189
2,19637,184
3,19054,178
4,18651,174
5,18350,171
6,17851,166
7,17653,164
8,17551,163
9,17253,160
10,17153,159
11,17053,158
12,17053,158
13,16953,157
14,16853,156
15,16851,156
16,16746,155
17,16646,154
18,16546,153
19,16446,152
20,16446,152
21,16346,151
22,16246,150
23,16246,150
24,16246,150
25,16244,150
26,16046,148
27,15944,147
28,15942,147
29,15842,146
30,15749,145
31,15649,144
32,15649,144
33,15549,143
34,15548,143
35,15448,142
36,15448,142
37,15448,142
38,15348,141
39,15348,141
40,15339,141
41,15239,140
42,15139,139
43,15039,138
44,14939,137
45,14939,137
46,14939,137
47,14741,135
48,14741,135
49,14734,135
50,14732,135
51,14634,134
52,14632,134
53,14534,133
54,14532,133
55,14434,132
56,14332,131
57,14332,131
58,14232,130
59,14132,129
60,14132,129
61,14027,128
62,13927,127
63,13827,126
64,13727,125
65,13627,124
66,13527,123
67,13427,122
68,13427,122
69,13327,121
70,13227,120
71,13127,119
72,13027,118
73,13025,118
74,12925,117
75,12825,116
76,12725,115
77,12725,115
78,12625,114
79,12525,113
80,12525,113
81,12432,112
82,12332,111
83,12332,111
84,12132,109
85,12124,109
86,12024,108
87,11924,107
88,11832,106
89,11732,105
90,11725,105
91,11725,105
92,11634,104
93,11627,104
94,11627,104
95,11620,104
96,11620,104
97,11620,104
98,11618,104
99,11518,103
100,11516,103
