iterations,fitness,violations
1,1760,15
2,1760,15
3,1760,15
4,1660,15
5,1660,15
6,1660,15
7,1660,15
8,1660,15
9,1660,15
10,1660,15
11,1660,15
12,1660,15
13,1660,15
14,1660,15
15,1583,16
16,1575,16
17,1575,16
18,1575,16
19,1475,16
20,1475,16
21,1475,16
22,1366,16
23,1366,16
24,1366,16
25,1366,16
26,1366,16
27,1366,16
28,1366,16
29,1366,16
30,1366,16
31,1366,16
32,1283,20
33,1283,20
34,1283,20
35,1283,20
36,1283,20
37,1283,20
38,1283,20
39,1283,20
40,1283,20
41,1283,20
42,1283,20
43,1255,22
44,1250,24
45,1050,24
46,1050,24
47,1050,24
48,1050,24
49,1050,24
50,950,24
51,950,24
52,950,24
53,950,24
54,850,24
55,850,24
56,850,24
57,850,24
58,850,24
59,850,24
60,850,24
61,850,24
62,850,24
63,850,24
64,850,24
65,748,22
66,648,22
67,648,22
68,548,22
69,548,22
70,448,22
71,448,22
72,448,22
73,448,22
74,448,22
75,448,22
76,448,22
77,448,22
78,448,22
79,448,22
80,448,22
81,448,22
82,448,22
83,448,22
84,448,22
85,448,22
86,448,22
87,448,22
88,448,22
89,448,22
90,448,22
91,448,22
92,448,22
93,448,22
94,448,22
95,448,22
96,448,22
97,448,22
98,448,22
99,448,22
100,448,22
