iterations,fitness,violations
1,2161,18
2,2161,18
3,2161,18
4,2161,18
5,1861,15
6,1861,15
7,1861,15
8,1773,14
9,1665,13
10,1665,13
11,1665,13
12,1665,13
13,1665,13
14,1665,13
15,1665,13
16,1665,13
17,1665,13
18,1665,13
19,1665,13
20,1665,13
21,1665,13
22,1665,13
23,1665,13
24,1665,13
25,1665,13
26,1665,13
27,1665,13
28,1665,13
29,1665,13
30,1665,13
31,1665,13
32,1665,13
33,1665,13
34,1665,13
35,1665,13
36,1665,13
37,1665,13
38,1665,13
39,1665,13
40,1665,13
41,1665,13
42,1665,13
43,1665,13
44,1665,13
45,1665,13
46,1665,13
47,1665,13
48,1665,13
49,1665,13
50,1665,13
51,1665,13
52,1665,13
53,1665,13
54,1665,13
55,1665,13
56,1665,13
57,1665,13
58,1665,13
59,1665,13
60,1665,13
61,1665,13
62,1665,13
63,1665,13
64,1665,13
65,1665,13
66,1665,13
67,1665,13
68,1665,13
69,1665,13
70,1665,13
71,1665,13
72,1665,13
73,1665,13
74,1665,13
75,1665,13
76,1665,13
77,1665,13
78,1665,13
79,1665,13
80,1665,13
81,1665,13
82,1665,13
83,1665,13
84,1665,13
85,1665,13
86,1665,13
87,1665,13
88,1665,13
89,1665,13
90,1665,13
91,1665,13
92,1665,13
93,1665,13
94,1665,13
95,1665,13
96,1665,13
97,1665,13
98,1665,13
99,1665,13
100,1665,13
