iterations,fitness,violations
1,20935,197
2,20835,197
3,20541,197
4,20441,197
5,20441,197
6,20341,197
7,20339,197
8,20339,197
9,20339,197
10,20339,197
11,20139,197
12,20039,197
13,20039,197
14,19941,197
15,19741,197
16,19641,197
17,19541,197
18,19541,197
19,19441,197
20,19441,197
21,19441,197
22,19434,197
23,19334,197
24,19334,197
25,19234,197
26,19234,197
27,19134,197
28,19034,197
29,19034,197
30,18934,197
31,18934,197
32,18932,197
33,18932,197
34,18927,197
35,18727,197
36,18627,197
37,18525,197
38,18517,197
39,18517,197
40,18517,197
41,18517,197
42,18417,197
43,18417,197
44,18417,197
45,18417,197
46,18217,197
47,18217,197
48,18117,197
49,18117,197
50,18117,197
51,18117,197
52,18117,197
53,18117,197
54,18106,197
55,18006,197
56,17906,197
57,17906,197
58,17906,197
59,17906,197
60,17906,197
61,17847,207
62,17847,207
63,17645,207
64,17645,207
65,17545,207
66,17445,207
67,17351,207
68,17351,207
69,17251,207
70,17251,207
71,17051,207
72,17050,207
73,17050,207
74,17050,207
75,17050,207
76,16950,207
77,16950,207
78,16950,207
79,16850,207
80,16850,207
81,16850,207
82,16850,207
83,16748,207
84,16748,207
85,16648,207
86,16648,207
87,16648,207
88,16549,207
89,16242,207
90,16142,207
91,16142,207
92,15842,207
93,15742,207
94,15742,207
95,15642,207
96,15634,207
97,15634,207
98,15534,207
99,15448,207
100,15243,207
