iterations,fitness,violations
1,21289,201
2,20442,192
3,19611,183
4,18707,174
5,18325,170
6,18121,168
7,17926,166
8,17826,165
9,17726,164
10,17628,163
11,17526,162
12,17426,161
13,17331,160
14,17330,160
15,17330,160
16,17230,159
17,17130,158
18,17026,157
19,16933,156
20,16926,156
21,16832,155
22,16732,154
23,16632,153
24,16532,152
25,16532,152
26,16432,151
27,16340,150
28,16340,150
29,16240,149
30,16240,149
31,16040,147
32,15940,146
33,15840,145
34,15838,145
35,15738,144
36,15637,143
37,15629,143
38,15623,143
39,15529,142
40,15429,141
41,15423,141
42,15417,141
43,15317,140
44,15315,140
45,15219,139
46,15119,138
47,15015,137
48,14915,136
49,14815,135
50,14815,135
51,14715,134
52,14615,133
53,14515,132
54,14508,132
55,14508,132
56,14508,132
57,14508,132
58,14403,131
59,14403,131
60,14303,130
61,14203,129
62,14199,129
63,14199,129
64,14105,128
65,14005,127
66,13905,126
67,13896,126
68,13796,125
69,13794,125
70,13694,124
71,13594,123
72,13592,123
73,13492,122
74,13392,121
75,13388,121
76,13292,120
77,13192,119
78,12992,117
79,12988,117
80,12883,116
81,12783,115
82,12783,115
83,12683,114
84,12683,114
85,12583,113
86,12483,112
87,12385,111
88,12285,110
89,12085,108
90,11985,107
91,11894,106
92,11792,105
93,11791,105
94,11684,104
95,11585,103
96,11576,103
97,11576,103
98,11476,102
99,11471,102
100,11379,101
