iterations,fitness,violations
1,21081,198
2,21081,198
3,21081,198
4,21081,198
5,21081,198
6,21081,198
7,21081,198
8,21081,198
9,21081,198
10,21081,198
11,20886,198
12,20886,198
13,20886,198
14,20886,198
15,20788,198
16,20788,198
17,20688,198
18,20588,198
19,20588,198
20,20588,198
21,20547,209
22,20517,209
23,20447,209
24,20394,198
25,20323,209
26,20323,209
27,20141,210
28,20041,210
29,20027,209
30,20027,209
31,19919,209
32,19919,209
33,19819,209
34,19819,209
35,19519,209
36,19519,209
37,19512,209
38,19512,209
39,19412,209
40,19412,209
41,19314,209
42,19314,209
43,19314,209
44,19214,209
45,19214,209
46,19214,209
47,19114,209
48,18994,198
49,18994,198
50,18949,210
51,18880,210
52,18880,210
53,18848,210
54,18821,209
55,18813,209
56,18535,210
57,18535,210
58,18535,210
59,18535,210
60,18494,198
61,18479,198
62,18379,198
63,18352,214
64,18154,214
65,18154,214
66,18154,214
67,17943,214
68,17843,214
69,17843,214
70,17750,210
71,17650,210
72,17550,210
73,17445,210
74,17445,210
75,17445,210
76,17251,210
77,17251,210
78,17244,210
79,17244,210
80,17244,210
81,17244,210
82,17144,210
83,17144,210
84,16944,210
85,16851,210
86,16759,210
87,16759,210
88,16759,210
89,16759,210
90,16651,210
91,16551,210
92,16451,210
93,16451,210
94,16351,210
95,16251,210
96,16156,210
97,16156,210
98,16156,210
99,16156,210
100,16156,210
