iterations,fitness,violations
1,20833,196
2,20394,192
3,19412,182
4,18707,175
5,17707,165
6,17707,165
7,17413,162
8,17206,160
9,17115,159
10,17106,159
11,17006,158
12,16906,157
13,16706,155
14,16706,155
15,16706,155
16,16606,154
17,16506,153
18,16499,153
19,16399,152
20,16299,151
21,16206,150
22,16198,150
23,16098,149
24,15998,148
25,15998,148
26,15898,147
27,15789,146
28,15698,145
29,15698,145
30,15498,143
31,15398,142
32,15298,141
33,15298,141
34,15289,141
35,15289,141
36,15289,141
37,15289,141
38,15189,140
39,14989,138
40,14987,138
41,14987,138
42,14972,138
43,14887,137
44,14787,136
45,14687,135
46,14487,133
47,14487,133
48,14487,133
49,14385,132
50,14285,131
51,14285,131
52,14285,131
53,14285,131
54,14283,131
55,14183,130
56,14181,130
57,14083,129
58,14081,129
59,13981,128
60,13873,127
61,13873,127
62,13771,126
63,13671,125
64,13571,124
65,13570,124
66,13470,123
67,13370,122
68,13370,122
69,13370,122
70,13272,121
71,13172,120
72,13072,119
73,12972,118
74,12972,118
75,12972,118
76,12872,117
77,12870,117
78,12870,117
79,12870,117
80,12770,116
81,12670,115
82,12670,115
83,12670,115
84,12570,114
85,12570,114
86,12470,113
87,12468,113
88,12468,113
89,12370,112
90,12362,112
91,12360,112
92,12352,112
93,12152,110
94,12152,110
95,11960,108
96,11860,107
97,11760,106
98,11760,106
99,11760,106
100,11758,106
