iterations,fitness,violations
1,3323,29
2,3323,29
3,3122,27
4,3122,27
5,3122,27
6,3122,27
7,3122,27
8,3122,27
9,3122,27
10,3122,27
11,3122,27
12,3122,27
13,2644,22
14,2644,22
15,2644,22
16,2644,22
17,2644,22
18,2644,22
19,2644,22
20,2644,22
21,2644,22
22,2644,22
23,2644,22
24,2644,22
25,2644,22
26,2644,22
27,2644,22
28,2644,22
29,2644,22
30,2644,22
31,2644,22
32,2644,22
33,2644,22
34,2644,22
35,2644,22
36,2644,22
37,2644,22
38,2644,22
39,2644,22
40,2644,22
41,2644,22
42,2644,22
43,2644,22
44,2644,22
45,2644,22
46,2644,22
47,2644,22
48,2644,22
49,2644,22
50,2644,22
51,2644,22
52,2644,22
53,2644,22
54,2644,22
55,2644,22
56,2644,22
57,2644,22
58,2644,22
59,2644,22
60,2644,22
61,2644,22
62,2644,22
63,2644,22
64,2644,22
65,2644,22
66,2644,22
67,2644,22
68,2644,22
69,2644,22
70,2644,22
71,2644,22
72,2644,22
73,2644,22
74,2644,22
75,2644,22
76,2644,22
77,2644,22
78,2644,22
79,2644,22
80,2644,22
81,2644,22
82,2644,22
83,2644,22
84,2644,22
85,2644,22
86,2644,22
87,2644,22
88,2644,22
89,2644,22
90,2644,22
91,2644,22
92,2644,22
93,2644,22
94,2644,22
95,2644,22
96,2644,22
97,2644,22
98,2644,22
99,2644,22
100,2644,22
