iterations,fitness,violations
1,3137,29
2,3137,29
3,3037,29
4,3037,29
5,3037,29
6,2937,29
7,2937,29
8,2937,29
9,2937,29
10,2744,29
11,2644,29
12,2544,29
13,2536,29
14,2536,29
15,2536,29
16,2536,29
17,2536,29
18,2436,29
19,2336,29
20,2336,29
21,2336,29
22,2336,29
23,2234,29
24,2134,29
25,2134,29
26,2134,29
27,2126,29
28,2126,29
29,2126,29
30,2121,29
31,2021,29
32,2021,29
33,2021,29
34,2021,29
35,2021,29
36,2021,29
37,2015,29
38,2015,29
39,2015,29
40,2015,29
41,2009,29
42,2009,29
43,2009,29
44,2009,29
45,2009,29
46,2009,29
47,2007,29
48,2007,29
49,1999,29
50,1907,29
51,1807,29
52,1707,29
53,1707,29
54,1607,29
55,1507,29
56,1402,29
57,1402,29
58,1402,29
59,1402,29
60,1402,29
61,1402,29
62,1402,29
63,1402,29
64,1402,29
65,1402,29
66,1402,29
67,1318,35
68,1312,35
69,1212,35
70,1212,35
71,1212,35
72,1212,35
73,1212,35
74,1212,35
75,1112,35
76,1112,35
77,1112,35
78,1112,35
79,1110,35
80,1110,35
81,1108,35
82,1108,35
83,1106,35
84,1106,35
85,1015,35
86,1015,35
87,1015,35
88,1015,35
89,1015,35
90,1015,35
91,1015,35
92,1015,35
93,1015,35
94,1015,35
95,1015,35
96,1015,35
97,1015,35
98,1015,35
99,1015,35
100,1015,35
