iterations,fitness,violations
1,20985,197
2,19766,185
3,18561,173
4,17672,164
5,17385,161
6,17173,159
7,16868,156
8,16476,152
9,16376,151
10,16168,149
11,16068,148
12,15868,146
13,15862,146
14,15762,145
15,15662,144
16,15654,144
17,15554,143
18,15454,142
19,15454,142
20,15354,141
21,15354,141
22,15354,141
23,15254,140
24,15154,139
25,15054,138
26,14954,137
27,14954,137
28,14954,137
29,14854,136
30,14847,136
31,14647,134
32,14547,133
33,14446,132
34,14444,132
35,14344,131
36,14344,131
37,14244,130
38,14144,129
39,14044,128
40,13950,127
41,13846,126
42,13646,124
43,13548,123
44,13448,122
45,13446,122
46,13346,121
47,13346,121
48,13246,120
49,13246,120
50,13146,119
51,13146,119
52,13146,119
53,13146,119
54,13048,118
55,12948,117
56,12944,117
57,12746,115
58,12646,114
59,12646,114
60,12646,114
61,12546,113
62,12446,112
63,12346,111
64,12248,110
65,12246,110
66,12146,109
67,12048,108
68,12046,108
69,11948,107
70,11939,107
71,11839,106
72,11839,106
73,11739,105
74,11739,105
75,11639,104
76,11639,104
77,11539,103
78,11339,101
79,11339,101
80,11239,100
81,11239,100
82,11152,99
83,11039,98
84,10939,97
85,10839,96
86,10738,95
87,10553,93
88,10353,91
89,10348,91
90,10348,91
91,10248,90
92,10156,89
93,10056,88
94,10054,88
95,9956,87
96,9954,87
97,9948,87
98,9864,86
99,9764,85
100,9756,85
