iterations,fitness,violations
1,2169,18
2,2169,18
3,2169,18
4,1881,18
5,1881,18
6,1881,18
7,1881,18
8,1881,18
9,1881,18
10,1881,18
11,1876,18
12,1876,18
13,1776,18
14,1776,18
15,1776,18
16,1776,18
17,1676,18
18,1676,18
19,1676,18
20,1586,20
21,1586,20
22,1486,20
23,1486,20
24,1392,20
25,1392,20
26,1392,20
27,1392,20
28,1392,20
29,1392,20
30,1392,20
31,1383,20
32,1383,20
33,1383,20
34,1377,20
35,1377,20
36,1377,20
37,1377,20
38,1377,20
39,1377,20
40,1364,21
41,1364,21
42,1364,21
43,1364,21
44,1356,21
45,1356,21
46,1356,21
47,1356,21
48,1356,21
49,1356,21
50,1356,21
51,1356,21
52,1256,21
53,1256,21
54,1175,25
55,982,25
56,982,25
57,982,25
58,982,25
59,982,25
60,982,25
61,980,25
62,980,25
63,880,25
64,880,25
65,880,25
66,872,25
67,872,25
68,872,25
69,772,25
70,772,25
71,772,25
72,772,25
73,772,25
74,772,25
75,772,25
76,765,25
77,765,25
78,756,25
79,756,25
80,756,25
81,749,25
82,649,25
83,649,25
84,649,25
85,649,25
86,649,25
87,649,25
88,649,25
89,649,25
90,649,25
91,649,25
92,649,25
93,649,25
94,649,25
95,649,25
96,649,25
97,649,25
98,649,25
99,649,25
100,649,25
