iterations,fitness,violations
1,1685,13
2,1685,13
3,1485,11
4,1277,9
5,1178,8
6,1078,7
7,979,6
8,979,6
9,978,6
10,879,5
11,872,5
12,779,4
13,772,4
14,672,3
15,664,3
16,664,3
17,664,3
18,564,2
19,564,2
20,564,2
21,564,2
22,555,2
23,555,2
24,555,2
25,555,2
26,555,2
27,555,2
28,555,2
29,555,2
30,555,2
31,555,2
32,550,2
33,450,1
34,450,1
35,450,1
36,450,1
37,450,1
38,448,1
39,440,1
40,440,1
41,440,1
42,440,1
43,340,0
44,340,0
45,340,0
46,340,0
47,340,0
48,340,0
49,340,0
50,340,0
51,340,0
52,340,0
53,340,0
54,338,0
55,338,0
56,338,0
57,338,0
58,338,0
59,338,0
60,338,0
61,338,0
62,338,0
63,338,0
64,338,0
65,338,0
66,338,0
67,338,0
68,338,0
69,338,0
70,338,0
71,338,0
72,338,0
73,338,0
74,338,0
75,338,0
76,338,0
77,338,0
78,338,0
79,338,0
80,338,0
81,338,0
82,338,0
83,338,0
84,338,0
85,338,0
86,338,0
87,338,0
88,338,0
89,338,0
90,338,0
91,338,0
92,338,0
93,338,0
94,338,0
95,338,0
96,338,0
97,338,0
98,336,0
99,336,0
100,336,0
