iterations,fitness,violations
1,2199,19
2,1795,15
3,1541,12
4,1541,12
5,1541,12
6,1541,12
7,1541,12
8,1541,12
9,1541,12
10,1515,12
11,1515,12
12,1515,12
13,1515,12
14,1515,12
15,1515,12
16,1515,12
17,1515,12
18,1515,12
19,1515,12
20,1515,12
21,1515,12
22,1515,12
23,1515,12
24,1515,12
25,1515,12
26,1515,12
27,1515,12
28,1515,12
29,1515,12
30,1515,12
31,1515,12
32,1515,12
33,1515,12
34,1515,12
35,1515,12
36,1515,12
37,1515,12
38,1515,12
39,1515,12
40,1515,12
41,1515,12
42,1515,12
43,1515,12
44,1515,12
45,1515,12
46,1515,12
47,1515,12
48,1515,12
49,1515,12
50,1515,12
51,1515,12
52,1515,12
53,1515,12
54,1515,12
55,1515,12
56,1515,12
57,1515,12
58,1515,12
59,1515,12
60,1515,12
61,1515,12
62,1515,12
63,1515,12
64,1515,12
65,1515,12
66,1515,12
67,1515,12
68,1515,12
69,1515,12
70,1515,12
71,1515,12
72,1515,12
73,1515,12
74,1515,12
75,1515,12
76,1515,12
77,1515,12
78,1515,12
79,1515,12
80,1515,12
81,1515,12
82,1515,12
83,1515,12
84,1515,12
85,1515,12
86,1515,12
87,1515,12
88,1515,12
89,1515,12
90,1515,12
91,1515,12
92,1515,12
93,1515,12
94,1515,12
95,1515,12
96,1515,12
97,1515,12
98,1515,12
99,1515,12
100,1515,12
