iterations,fitness,violations
1,20638,194
2,19884,186
3,19884,186
4,19884,186
5,19884,186
6,19884,186
7,19884,186
8,19884,186
9,19884,186
10,19884,186
11,19214,179
12,19214,179
13,19214,179
14,19214,179
15,19214,179
16,19214,179
17,19214,179
18,19214,179
19,19214,179
20,19214,179
21,19214,179
22,19214,179
23,19214,179
24,19214,179
25,19214,179
26,19214,179
27,19214,179
28,19214,179
29,19214,179
30,19214,179
31,19214,179
32,19214,179
33,19214,179
34,19214,179
35,19214,179
36,19214,179
37,19214,179
38,19214,179
39,19214,179
40,19214,179
41,19214,179
42,19214,179
43,19214,179
44,19214,179
45,19214,179
46,19214,179
47,19214,179
48,19214,179
49,19214,179
50,19214,179
51,19214,179
52,19214,179
53,19214,179
54,19214,179
55,19214,179
56,19214,179
57,19214,179
58,19214,179
59,19214,179
60,19214,179
61,19214,179
62,19214,179
63,19214,179
64,19214,179
65,19214,179
66,19214,179
67,19214,179
68,19214,179
69,19214,179
70,19214,179
71,19214,179
72,19214,179
73,19214,179
74,19214,179
75,19214,179
76,19214,179
77,19214,179
78,19214,179
79,19214,179
80,19214,179
81,19214,179
82,19214,179
83,19214,179
84,19214,179
85,19214,179
86,19214,179
87,19214,179
88,19214,179
89,19214,179
90,19214,179
91,19214,179
92,19214,179
93,19214,179
94,19214,179
95,19214,179
96,19214,179
97,19214,179
98,19214,179
99,19214,179
100,19214,179
