iterations,fitness,violations
1,20743,195
2,20735,195
3,20735,195
4,20735,195
5,20643,195
6,20643,195
7,20543,195
8,20543,195
9,20443,195
10,20343,195
11,20343,195
12,20343,195
13,20243,195
14,20243,195
15,20143,195
16,20043,195
17,20043,195
18,20043,195
19,20043,195
20,20043,195
21,19943,195
22,19943,195
23,19943,195
24,19943,195
25,19751,195
26,19751,195
27,19751,195
28,19749,195
29,19626,202
30,19526,202
31,19447,195
32,19426,202
33,19232,202
34,19132,202
35,19132,202
36,19132,202
37,19132,202
38,18932,202
39,18732,202
40,18732,202
41,18732,202
42,18732,202
43,18525,202
44,18425,202
45,18425,202
46,18425,202
47,18425,202
48,18232,202
49,18232,202
50,18224,202
51,18224,202
52,18224,202
53,18224,202
54,18124,202
55,17918,202
56,17918,202
57,17916,202
58,17911,202
59,17811,202
60,17711,202
61,17711,202
62,17611,202
63,17611,202
64,17611,202
65,17611,202
66,17611,202
67,17611,202
68,17604,202
69,17604,202
70,17604,202
71,17604,202
72,17404,202
73,17304,202
74,17212,202
75,17177,205
76,17177,205
77,17110,202
78,17110,202
79,17110,202
80,17010,202
81,16912,202
82,16912,202
83,16912,202
84,16812,202
85,16812,202
86,16812,202
87,16809,195
88,16709,195
89,16609,195
90,16609,195
91,16412,202
92,16412,202
93,16412,202
94,16412,202
95,16412,202
96,16412,202
97,16312,202
98,16212,202
99,16212,202
100,16212,202
