iterations,fitness,violations
1,1839,16
2,1839,16
3,1639,16
4,1639,16
5,1639,16
6,1537,16
7,1537,16
8,1537,16
9,1537,16
10,1535,16
11,1535,16
12,1535,16
13,1507,20
14,1399,20
15,1391,20
16,1285,20
17,1285,20
18,1185,20
19,1185,20
20,1183,20
21,1183,20
22,1183,20
23,1183,20
24,1183,20
25,1080,20
26,980,20
27,880,20
28,880,20
29,880,20
30,880,20
31,875,20
32,875,20
33,875,20
34,875,20
35,875,20
36,875,20
37,875,20
38,773,20
39,773,20
40,773,20
41,773,20
42,771,20
43,771,20
44,681,20
45,681,20
46,681,20
47,681,20
48,671,20
49,671,20
50,671,20
51,571,20
52,565,20
53,559,20
54,559,20
55,559,20
56,559,20
57,559,20
58,559,20
59,459,20
60,459,20
61,457,20
62,457,20
63,457,20
64,457,20
65,457,20
66,457,20
67,457,20
68,457,20
69,457,20
70,457,20
71,457,20
72,457,20
73,457,20
74,457,20
75,457,20
76,457,20
77,457,20
78,457,20
79,457,20
80,457,20
81,457,20
82,457,20
83,457,20
84,457,20
85,457,20
86,457,20
87,457,20
88,457,20
89,457,20
90,457,20
91,457,20
92,457,20
93,457,20
94,457,20
95,457,20
96,457,20
97,457,20
98,457,20
99,457,20
100,457,20
