iterations,fitness,violations
1,1877,16
2,1877,16
3,1697,14
4,1494,12
5,1494,12
6,1494,12
7,1494,12
8,1494,12
9,1494,12
10,1494,12
11,1494,12
12,1494,12
13,1494,12
14,1494,12
15,1494,12
16,1494,12
17,1494,12
18,1494,12
19,1494,12
20,1494,12
21,1494,12
22,1494,12
23,1494,12
24,1494,12
25,1494,12
26,1494,12
27,1494,12
28,1494,12
29,1494,12
30,1494,12
31,1494,12
32,1494,12
33,1494,12
34,1494,12
35,1494,12
36,1494,12
37,1494,12
38,1494,12
39,1494,12
40,1494,12
41,1494,12
42,1494,12
43,1494,12
44,1494,12
45,1494,12
46,1494,12
47,1494,12
48,1494,12
49,1494,12
50,1494,12
51,1494,12
52,1494,12
53,1494,12
54,1494,12
55,1494,12
56,1494,12
57,1494,12
58,1494,12
59,1494,12
60,1494,12
61,1494,12
62,1494,12
63,1494,12
64,1494,12
65,1494,12
66,1494,12
67,1494,12
68,1494,12
69,1494,12
70,1494,12
71,1494,12
72,1494,12
73,1494,12
74,1494,12
75,1494,12
76,1494,12
77,1494,12
78,1494,12
79,1494,12
80,1494,12
81,1494,12
82,1494,12
83,1494,12
84,1494,12
85,1494,12
86,1494,12
87,1494,12
88,1494,12
89,1494,12
90,1494,12
91,1494,12
92,1494,12
93,1494,12
94,1494,12
95,1494,12
96,1494,12
97,1494,12
98,1494,12
99,1494,12
100,1494,12
