iterations,fitness,violations
1,20909,196
2,20253,189
3,20253,189
4,20253,189
5,20253,189
6,20253,189
7,20253,189
8,19559,183
9,19559,183
10,19559,183
11,19559,183
12,19559,183
13,19559,183
14,19559,183
15,19559,183
16,19559,183
17,19559,183
18,19559,183
19,19559,183
20,19559,183
21,19559,183
22,19559,183
23,19559,183
24,19559,183
25,19559,183
26,19559,183
27,19559,183
28,19559,183
29,19559,183
30,19559,183
31,19559,183
32,19559,183
33,19559,183
34,19559,183
35,19559,183
36,19559,183
37,19559,183
38,19559,183
39,19559,183
40,19559,183
41,19559,183
42,19559,183
43,19559,183
44,19559,183
45,19559,183
46,19559,183
47,19559,183
48,19559,183
49,19559,183
50,19559,183
51,19559,183
52,19559,183
53,19559,183
54,19559,183
55,19559,183
56,19559,183
57,19559,183
58,19559,183
59,19559,183
60,19559,183
61,19559,183
62,19559,183
63,19559,183
64,19559,183
65,19559,183
66,19559,183
67,19559,183
68,19559,183
69,19559,183
70,19559,183
71,19559,183
72,19559,183
73,19559,183
74,19559,183
75,19559,183
76,19559,183
77,19559,183
78,19559,183
79,19559,183
80,19559,183
81,19559,183
82,19559,183
83,19559,183
84,19559,183
85,19559,183
86,19559,183
87,19559,183
88,19559,183
89,19559,183
90,19559,183
91,19559,183
92,19559,183
93,19559,183
94,19559,183
95,19559,183
96,19559,183
97,19559,183
98,19559,183
99,19559,183
100,19559,183
