iterations,fitness,violations
1,1595,13
2,1399,11
3,1104,8
4,793,5
5,788,5
6,688,4
7,588,3
8,586,3
9,586,3
10,586,3
11,586,3
12,579,3
13,577,3
14,572,3
15,570,3
16,570,3
17,470,2
18,470,2
19,470,2
20,470,2
21,470,2
22,470,2
23,470,2
24,470,2
25,470,2
26,470,2
27,470,2
28,468,2
29,468,2
30,468,2
31,468,2
32,468,2
33,468,2
34,468,2
35,468,2
36,468,2
37,468,2
38,468,2
39,468,2
40,466,2
41,466,2
42,466,2
43,466,2
44,466,2
45,466,2
46,366,1
47,366,1
48,366,1
49,366,1
50,366,1
51,366,1
52,364,1
53,359,1
54,357,1
55,357,1
56,357,1
57,357,1
58,257,0
59,257,0
60,257,0
61,257,0
62,257,0
63,257,0
64,257,0
65,257,0
66,257,0
67,257,0
68,257,0
69,257,0
70,257,0
71,257,0
72,257,0
73,257,0
74,257,0
75,257,0
76,257,0
77,257,0
78,255,0
79,255,0
80,255,0
81,255,0
82,255,0
83,255,0
84,255,0
85,255,0
86,255,0
87,255,0
88,255,0
89,255,0
90,255,0
91,255,0
92,255,0
93,255,0
94,255,0
95,255,0
96,255,0
97,255,0
98,255,0
99,255,0
100,255,0
