iterations,fitness,violations
1,1775,15
2,1767,16
3,1667,16
4,1667,16
5,1667,16
6,1667,16
7,1667,16
8,1667,16
9,1667,16
10,1667,16
11,1580,16
12,1580,16
13,1480,16
14,1480,16
15,1480,16
16,1480,16
17,1480,16
18,1380,16
19,1380,16
20,1280,16
21,1280,16
22,1280,16
23,1280,16
24,1280,16
25,1180,16
26,1180,16
27,1172,16
28,1172,16
29,1172,16
30,1072,16
31,1072,16
32,1072,16
33,1072,16
34,1072,16
35,1072,16
36,1072,16
37,1072,16
38,977,22
39,977,22
40,877,22
41,872,22
42,872,22
43,872,22
44,865,22
45,865,22
46,865,22
47,865,22
48,765,22
49,765,22
50,765,22
51,765,22
52,765,22
53,765,22
54,765,22
55,765,22
56,765,22
57,765,22
58,765,22
59,706,21
60,606,21
61,606,21
62,606,21
63,606,21
64,606,21
65,606,21
66,606,21
67,606,21
68,606,21
69,606,21
70,606,21
71,606,21
72,606,21
73,606,21
74,606,21
75,606,21
76,606,21
77,606,21
78,606,21
79,606,21
80,606,21
81,606,21
82,606,21
83,606,21
84,606,21
85,606,21
86,606,21
87,606,21
88,606,21
89,606,21
90,606,21
91,606,21
92,606,21
93,606,21
94,606,21
95,606,21
96,606,21
97,606,21
98,606,21
99,606,21
100,606,21
