iterations,fitness,violations
1,3454,30
2,3452,31
3,3352,31
4,3352,31
5,3352,31
6,3152,31
7,3150,31
8,3150,31
9,3150,31
10,3150,31
11,3150,31
12,3150,31
13,3050,31
14,3050,31
15,3050,31
16,3046,33
17,2950,31
18,2950,31
19,2950,31
20,2840,32
21,2840,32
22,2840,32
23,2840,32
24,2832,32
25,2832,32
26,2738,32
27,2649,37
28,2643,37
29,2643,37
30,2643,37
31,2643,37
32,2643,37
33,2543,37
34,2543,37
35,2543,37
36,2524,32
37,2524,32
38,2424,32
39,2343,37
40,2335,37
41,2335,37
42,2335,37
43,2135,37
44,2135,37
45,2135,37
46,2135,37
47,2035,37
48,2035,37
49,2035,37
50,2035,37
51,2035,37
52,1835,37
53,1835,37
54,1835,37
55,1835,37
56,1833,37
57,1833,37
58,1833,37
59,1742,37
60,1742,37
61,1742,37
62,1742,37
63,1742,37
64,1742,37
65,1642,37
66,1550,37
67,1550,37
68,1550,37
69,1550,37
70,1550,37
71,1550,37
72,1548,37
73,1548,37
74,1548,37
75,1548,37
76,1548,37
77,1548,37
78,1548,37
79,1548,37
80,1548,37
81,1548,37
82,1548,37
83,1548,37
84,1548,37
85,1548,37
86,1548,37
87,1548,37
88,1548,37
89,1548,37
90,1548,37
91,1548,37
92,1548,37
93,1548,37
94,1548,37
95,1548,37
96,1548,37
97,1548,37
98,1548,37
99,1548,37
100,1548,37
