iterations,fitness,violations
1,2187,19
2,2187,19
3,2101,20
4,2001,20
5,2001,20
6,1988,19
7,1882,19
8,1882,19
9,1882,19
10,1882,19
11,1882,19
12,1878,20
13,1782,19
14,1782,19
15,1782,19
16,1782,19
17,1782,19
18,1782,19
19,1782,19
20,1779,19
21,1779,19
22,1676,20
23,1676,20
24,1568,20
25,1468,20
26,1468,20
27,1468,20
28,1468,20
29,1468,20
30,1468,20
31,1451,19
32,1451,19
33,1451,19
34,1451,19
35,1451,19
36,1451,19
37,1451,19
38,1451,19
39,1451,19
40,1360,19
41,1260,19
42,1260,19
43,1260,19
44,1260,19
45,1260,19
46,1260,19
47,1260,19
48,1260,19
49,1260,19
50,1260,19
51,1260,19
52,1260,19
53,1260,19
54,1260,19
55,1260,19
56,1260,19
57,1173,20
58,1173,20
59,1144,29
60,1144,29
61,1144,29
62,1144,29
63,1144,29
64,1144,29
65,1144,29
66,1144,29
67,1144,29
68,1144,29
69,1144,29
70,1144,29
71,1144,29
72,1144,29
73,1144,29
74,1144,29
75,1144,29
76,1064,24
77,1064,24
78,1064,24
79,1064,24
80,1046,27
81,1046,27
82,1046,27
83,1046,27
84,1038,27
85,1038,27
86,1038,27
87,1038,27
88,1038,27
89,1038,27
90,938,27
91,938,27
92,938,27
93,938,27
94,938,27
95,938,27
96,838,27
97,738,27
98,738,27
99,738,27
100,738,27
