iterations,fitness,violations
1,3123,28
2,3023,28
3,3023,28
4,3023,28
5,3023,28
6,3023,28
7,3023,28
8,2925,28
9,2825,28
10,2725,28
11,2725,28
12,2625,28
13,2625,28
14,2623,28
15,2530,28
16,2530,28
17,2530,28
18,2430,28
19,2430,28
20,2430,28
21,2430,28
22,2430,28
23,2430,28
24,2428,28
25,2356,29
26,2256,29
27,2256,29
28,2248,29
29,2148,29
30,2148,29
31,2148,29
32,2148,29
33,2148,29
34,2148,29
35,2148,29
36,2148,29
37,2148,29
38,2048,29
39,2048,29
40,1848,29
41,1848,29
42,1848,29
43,1848,29
44,1848,29
45,1848,29
46,1848,29
47,1748,29
48,1748,29
49,1748,29
50,1748,29
51,1748,29
52,1748,29
53,1648,29
54,1648,29
55,1648,29
56,1639,29
57,1639,29
58,1639,29
59,1639,29
60,1633,29
61,1633,29
62,1633,29
63,1633,29
64,1633,29
65,1633,29
66,1533,29
67,1533,29
68,1533,29
69,1533,29
70,1533,29
71,1533,29
72,1533,29
73,1533,29
74,1533,29
75,1533,29
76,1533,29
77,1533,29
78,1533,29
79,1533,29
80,1533,29
81,1533,29
82,1533,29
83,1533,29
84,1533,29
85,1533,29
86,1533,29
87,1533,29
88,1533,29
89,1533,29
90,1533,29
91,1533,29
92,1533,29
93,1533,29
94,1533,29
95,1533,29
96,1533,29
97,1533,29
98,1533,29
99,1533,29
100,1525,29
