iterations,fitness,violations
1,3484,30
2,3484,30
3,3484,30
4,3329,29
5,3226,28
6,3214,28
7,3214,28
8,3214,28
9,3214,28
10,3214,28
11,3214,28
12,3214,28
13,3144,27
14,3144,27
15,2641,22
16,2641,22
17,2641,22
18,2641,22
19,2641,22
20,2641,22
21,2641,22
22,2641,22
23,2641,22
24,2641,22
25,2641,22
26,2641,22
27,2641,22
28,2641,22
29,2641,22
30,2641,22
31,2641,22
32,2641,22
33,2641,22
34,2641,22
35,2641,22
36,2641,22
37,2641,22
38,2641,22
39,2641,22
40,2641,22
41,2641,22
42,2641,22
43,2641,22
44,2641,22
45,2641,22
46,2641,22
47,2641,22
48,2641,22
49,2641,22
50,2641,22
51,2641,22
52,2641,22
53,2641,22
54,2641,22
55,2641,22
56,2641,22
57,2641,22
58,2641,22
59,2641,22
60,2641,22
61,2641,22
62,2641,22
63,2641,22
64,2641,22
65,2641,22
66,2641,22
67,2641,22
68,2641,22
69,2641,22
70,2641,22
71,2641,22
72,2641,22
73,2641,22
74,2641,22
75,2641,22
76,2641,22
77,2641,22
78,2641,22
79,2641,22
80,2641,22
81,2641,22
82,2641,22
83,2641,22
84,2641,22
85,2641,22
86,2641,22
87,2641,22
88,2641,22
89,2641,22
90,2641,22
91,2641,22
92,2641,22
93,2641,22
94,2641,22
95,2641,22
96,2641,22
97,2641,22
98,2641,22
99,2641,22
100,2641,22
