iterations,fitness,violations
1,3040,26
2,2520,21
3,2215,18
4,1937,15
5,1732,13
6,1537,11
7,1429,10
8,1429,10
9,1427,10
10,1420,10
11,1420,10
12,1420,10
13,1420,10
14,1420,10
15,1420,10
16,1414,10
17,1414,10
18,1314,9
19,1306,9
20,1206,8
21,1206,8
22,1206,8
23,1206,8
24,1206,8
25,1106,7
26,1106,7
27,1106,7
28,1106,7
29,1106,7
30,1104,7
31,1104,7
32,1092,7
33,1092,7
34,1092,7
35,1092,7
36,1092,7
37,1092,7
38,992,6
39,992,6
40,992,6
41,992,6
42,992,6
43,992,6
44,992,6
45,990,6
46,890,5
47,890,5
48,890,5
49,890,5
50,890,5
51,890,5
52,885,5
53,885,5
54,885,5
55,885,5
56,885,5
57,885,5
58,878,5
59,878,5
60,878,5
61,878,5
62,878,5
63,878,5
64,878,5
65,778,4
66,778,4
67,678,3
68,678,3
69,678,3
70,678,3
71,678,3
72,678,3
73,578,2
74,578,2
75,478,1
76,478,1
77,478,1
78,478,1
79,378,0
80,378,0
81,378,0
82,378,0
83,378,0
84,378,0
85,378,0
86,378,0
87,378,0
88,378,0
89,378,0
90,378,0
91,378,0
92,378,0
93,378,0
94,378,0
95,378,0
96,378,0
97,378,0
98,378,0
99,378,0
100,378,0
