iterations,fitness,violations
1,21088,200
2,20985,200
3,20985,200
4,20691,200
5,20691,200
6,20591,200
7,20491,200
8,20391,200
9,20290,200
10,20290,200
11,20182,200
12,20182,200
13,20090,200
14,20090,200
15,20090,200
16,19985,200
17,19985,200
18,19985,200
19,19883,200
20,19490,200
21,19490,200
22,19490,200
23,19490,200
24,19290,200
25,19290,200
26,19189,200
27,18989,200
28,18891,200
29,18791,200
30,18791,200
31,18690,200
32,18598,200
33,18498,200
34,18498,200
35,18406,200
36,18406,200
37,18406,200
38,18308,200
39,18208,200
40,18208,200
41,18208,200
42,18101,200
43,18001,200
44,17999,200
45,17999,200
46,17999,200
47,17999,200
48,17899,200
49,17799,200
50,17799,200
51,17799,200
52,17799,200
53,17794,200
54,17694,200
55,17694,200
56,17496,200
57,17496,200
58,17196,200
59,17196,200
60,17196,200
61,17196,200
62,17196,200
63,17196,200
64,17196,200
65,17196,200
66,17090,200
67,17090,200
68,17090,200
69,16990,200
70,16990,200
71,16990,200
72,16990,200
73,16890,200
74,16890,200
75,16890,200
76,16890,200
77,16890,200
78,16890,200
79,16782,200
80,16782,200
81,16782,200
82,16782,200
83,16782,200
84,16782,200
85,16773,200
86,16773,200
87,16773,200
88,16773,200
89,16773,200
90,16616,211
91,16516,211
92,16516,211
93,16468,200
94,16466,200
95,16416,211
96,16416,211
97,16416,211
98,16216,211
99,16216,211
100,16022,211
