iterations,fitness,violations
1,1776,14
2,1776,14
3,1776,14
4,1676,14
5,1576,14
6,1576,14
7,1576,14
8,1576,14
9,1570,14
10,1570,14
11,1570,14
12,1570,14
13,1570,14
14,1570,14
15,1449,18
16,1449,18
17,1349,18
18,1349,18
19,1349,18
20,1349,18
21,1349,18
22,1349,18
23,1349,18
24,1349,18
25,1349,18
26,1349,18
27,1349,18
28,1349,18
29,1349,18
30,1349,18
31,1349,18
32,1349,18
33,1349,18
34,1349,18
35,1349,18
36,1349,18
37,1349,18
38,1349,18
39,1349,18
40,1349,18
41,1349,18
42,1267,19
43,1267,19
44,1265,19
45,1265,19
46,1065,19
47,1065,19
48,1065,19
49,1065,19
50,1065,19
51,965,19
52,965,19
53,965,19
54,965,19
55,963,19
56,863,19
57,858,19
58,858,19
59,858,19
60,858,19
61,858,19
62,858,19
63,752,19
64,752,19
65,652,19
66,652,19
67,652,19
68,652,19
69,652,19
70,652,19
71,652,19
72,652,19
73,652,19
74,652,19
75,652,19
76,652,19
77,652,19
78,652,19
79,652,19
80,652,19
81,652,19
82,652,19
83,652,19
84,652,19
85,652,19
86,652,19
87,652,19
88,652,19
89,652,19
90,652,19
91,652,19
92,652,19
93,652,19
94,652,19
95,652,19
96,652,19
97,652,19
98,652,19
99,652,19
100,652,19
