iterations,fitness,violations
1,2166,18
2,1570,12
3,1171,8
4,976,6
5,875,5
6,868,5
7,768,4
8,768,4
9,766,4
10,766,4
11,666,3
12,574,2
13,574,2
14,572,2
15,572,2
16,559,2
17,559,2
18,559,2
19,554,2
20,554,2
21,554,2
22,454,1
23,454,1
24,452,1
25,452,1
26,452,1
27,452,1
28,452,1
29,452,1
30,452,1
31,452,1
32,352,0
33,352,0
34,352,0
35,350,0
36,350,0
37,350,0
38,350,0
39,350,0
40,350,0
41,350,0
42,350,0
43,350,0
44,350,0
45,350,0
46,350,0
47,350,0
48,348,0
49,348,0
50,348,0
51,348,0
52,346,0
53,346,0
54,346,0
55,346,0
56,346,0
57,346,0
58,346,0
59,346,0
60,346,0
61,346,0
62,346,0
63,346,0
64,346,0
65,346,0
66,346,0
67,346,0
68,346,0
69,346,0
70,346,0
71,346,0
72,346,0
73,346,0
74,346,0
75,338,0
76,338,0
77,338,0
78,338,0
79,338,0
80,338,0
81,338,0
82,338,0
83,338,0
84,338,0
85,338,0
86,338,0
87,338,0
88,338,0
89,338,0
90,338,0
91,338,0
92,338,0
93,338,0
94,338,0
95,338,0
96,338,0
97,338,0
98,336,0
99,336,0
100,336,0
