iterations,fitness,violations
1,21200,200
2,21200,200
3,21200,200
4,20035,187
5,20035,187
6,20035,187
7,20035,187
8,20035,187
9,20035,187
10,20035,187
11,20035,187
12,20035,187
13,20035,187
14,20035,187
15,20035,187
16,20035,187
17,20035,187
18,20035,187
19,20035,187
20,20035,187
21,20035,187
22,20035,187
23,20035,187
24,20035,187
25,20035,187
26,20035,187
27,20035,187
28,20035,187
29,20035,187
30,20035,187
31,20035,187
32,20035,187
33,20035,187
34,20035,187
35,20035,187
36,20035,187
37,20035,187
38,20035,187
39,20035,187
40,20035,187
41,20035,187
42,20035,187
43,20035,187
44,20035,187
45,20035,187
46,20035,187
47,20035,187
48,20035,187
49,20035,187
50,20035,187
51,20035,187
52,20035,187
53,20035,187
54,20035,187
55,20035,187
56,20035,187
57,20035,187
58,20035,187
59,20035,187
60,20035,187
61,20035,187
62,20035,187
63,20035,187
64,20035,187
65,20035,187
66,20035,187
67,20035,187
68,20035,187
69,20035,187
70,20035,187
71,20035,187
72,20035,187
73,20035,187
74,20035,187
75,20035,187
76,20035,187
77,20035,187
78,20035,187
79,20035,187
80,20035,187
81,20035,187
82,20035,187
83,20035,187
84,20035,187
85,20035,187
86,20035,187
87,20035,187
88,20035,187
89,20035,187
90,20035,187
91,20035,187
92,20035,187
93,20035,187
94,20035,187
95,20035,187
96,20035,187
97,20035,187
98,20035,187
99,20035,187
100,20035,187
