iterations,fitness,violations
1,3387,29
2,3387,29
3,3387,29
4,3387,29
5,3143,27
6,3143,27
7,2954,25
8,2940,25
9,2940,25
10,2940,25
11,2940,25
12,2940,25
13,2940,25
14,2940,25
15,2940,25
16,2940,25
17,2940,25
18,2940,25
19,2940,25
20,2940,25
21,2940,25
22,2940,25
23,2940,25
24,2940,25
25,2940,25
26,2940,25
27,2940,25
28,2940,25
29,2940,25
30,2940,25
31,2940,25
32,2940,25
33,2940,25
34,2940,25
35,2940,25
36,2940,25
37,2940,25
38,2940,25
39,2940,25
40,2940,25
41,2940,25
42,2940,25
43,2940,25
44,2940,25
45,2940,25
46,2940,25
47,2940,25
48,2940,25
49,2940,25
50,2940,25
51,2940,25
52,2940,25
53,2940,25
54,2940,25
55,2940,25
56,2940,25
57,2940,25
58,2940,25
59,2940,25
60,2940,25
61,2940,25
62,2940,25
63,2940,25
64,2940,25
65,2940,25
66,2940,25
67,2940,25
68,2940,25
69,2940,25
70,2940,25
71,2940,25
72,2940,25
73,2940,25
74,2940,25
75,2940,25
76,2940,25
77,2940,25
78,2940,25
79,2940,25
80,2940,25
81,2940,25
82,2940,25
83,2940,25
84,2940,25
85,2940,25
86,2940,25
87,2940,25
88,2940,25
89,2940,25
90,2940,25
91,2940,25
92,2940,25
93,2940,25
94,2940,25
95,2940,25
96,2940,25
97,2940,25
98,2940,25
99,2940,25
100,2940,25
