iterations,fitness,violations
1,19967,187
2,19735,184
3,18660,174
4,18101,168
5,17790,165
6,17295,160
7,16995,157
8,16895,156
9,16795,155
10,16695,154
11,16595,153
12,16495,152
13,16395,151
14,16395,151
15,16295,150
16,16295,150
17,16195,149
18,16193,149
19,16093,148
20,15993,147
21,15893,146
22,15793,145
23,15793,145
24,15693,144
25,15593,143
26,15492,142
27,15392,141
28,15292,140
29,15292,140
30,15192,139
31,14992,137
32,14981,137
33,14892,136
34,14792,135
35,14692,134
36,14592,133
37,14581,133
38,14492,132
39,14391,131
40,14380,131
41,14372,131
42,14372,131
43,14272,130
44,14272,130
45,14172,129
46,14072,128
47,13972,127
48,13870,126
49,13866,126
50,13766,125
51,13676,124
52,13576,123
53,13476,122
54,13376,121
55,13276,120
56,13176,119
57,13176,119
58,13076,118
59,13069,118
60,12961,117
61,12961,117
62,12961,117
63,12861,116
64,12855,116
65,12755,115
66,12755,115
67,12655,114
68,12649,114
69,12649,114
70,12649,114
71,12549,113
72,12449,112
73,12449,112
74,12347,111
75,12247,110
76,12147,109
77,12142,109
78,12042,108
79,11942,107
80,11842,106
81,11835,106
82,11835,106
83,11835,106
84,11735,105
85,11731,105
86,11635,104
87,11535,103
88,11531,103
89,11435,102
90,11431,102
91,11425,102
92,11425,102
93,11325,101
94,11325,101
95,11325,101
96,11320,101
97,11240,100
98,11235,100
99,11220,100
100,11135,99
