iterations,fitness,violations
1,21487,202
2,21487,202
3,21374,201
4,20446,192
5,20446,192
6,20446,192
7,20267,190
8,20267,190
9,20267,190
10,20267,190
11,20267,190
12,20267,190
13,20267,190
14,20267,190
15,20267,190
16,20267,190
17,20267,190
18,20267,190
19,20267,190
20,20267,190
21,20267,190
22,20267,190
23,20267,190
24,20267,190
25,20267,190
26,20267,190
27,20267,190
28,20267,190
29,20267,190
30,20267,190
31,20267,190
32,20267,190
33,20267,190
34,20267,190
35,20267,190
36,20267,190
37,20267,190
38,20267,190
39,20267,190
40,20267,190
41,20267,190
42,20267,190
43,20267,190
44,20267,190
45,20267,190
46,20267,190
47,20267,190
48,20267,190
49,20267,190
50,20267,190
51,20267,190
52,20267,190
53,20267,190
54,20267,190
55,20267,190
56,20267,190
57,20267,190
58,20267,190
59,20267,190
60,20267,190
61,20267,190
62,20267,190
63,20267,190
64,20267,190
65,20267,190
66,20267,190
67,20267,190
68,20267,190
69,20267,190
70,20267,190
71,20267,190
72,20267,190
73,20267,190
74,20267,190
75,20267,190
76,20267,190
77,20267,190
78,20267,190
79,20267,190
80,20267,190
81,20267,190
82,20267,190
83,20267,190
84,20267,190
85,20267,190
86,20267,190
87,20267,190
88,20267,190
89,20267,190
90,20267,190
91,20267,190
92,20267,190
93,20267,190
94,20267,190
95,20267,190
96,20267,190
97,20267,190
98,20267,190
99,20267,190
100,20267,190
