iterations,fitness,violations
1,20226,190
2,19888,187
3,19038,178
4,18344,171
5,17628,164
6,17428,162
7,17134,159
8,17034,158
9,16843,156
10,16743,155
11,16543,153
12,16543,153
13,16443,152
14,16343,151
15,16243,150
16,16143,149
17,16043,148
18,16035,148
19,16035,148
20,15935,147
21,15935,147
22,15835,146
23,15830,146
24,15730,145
25,15730,145
26,15730,145
27,15532,143
28,15432,142
29,15432,142
30,15332,141
31,15238,140
32,15138,139
33,15038,138
34,15032,138
35,15032,138
36,14926,137
37,14926,137
38,14826,136
39,14726,135
40,14720,135
41,14620,134
42,14520,133
43,14425,132
44,14325,131
45,14229,130
46,14229,130
47,14134,129
48,14126,129
49,14034,128
50,13934,127
51,13934,127
52,13834,126
53,13734,125
54,13634,124
55,13536,123
56,13536,123
57,13436,122
58,13336,121
59,13336,121
60,13336,121
61,13236,120
62,13136,119
63,13128,119
64,13028,118
65,13028,118
66,13026,118
67,12928,117
68,12926,117
69,12828,116
70,12728,115
71,12628,114
72,12528,113
73,12526,113
74,12526,113
75,12518,113
76,12512,113
77,12512,113
78,12412,112
79,12312,111
80,12310,111
81,12210,110
82,12210,110
83,12208,110
84,12208,110
85,12110,109
86,12006,108
87,12006,108
88,12006,108
89,12006,108
90,11906,107
91,11904,107
92,11904,107
93,11804,106
94,11704,105
95,11704,105
96,11604,104
97,11504,103
98,11404,102
99,11404,102
100,11404,102
