iterations,fitness,violations
1,20630,194
2,20630,194
3,20630,194
4,20323,194
5,20223,194
6,20221,194
7,20221,194
8,20121,194
9,20121,194
10,20121,194
11,20021,194
12,20021,194
13,19921,194
14,19721,194
15,19327,194
16,19227,194
17,19035,194
18,19035,194
19,19035,194
20,19035,194
21,18943,194
22,18941,194
23,18841,194
24,18841,194
25,18841,194
26,18841,194
27,18741,194
28,18641,194
29,18541,194
30,18541,194
31,18541,194
32,18541,194
33,18541,194
34,18541,194
35,18441,194
36,18241,194
37,18241,194
38,18241,194
39,18241,194
40,18241,194
41,18241,194
42,18241,194
43,18241,194
44,18236,194
45,18136,194
46,18136,194
47,17936,194
48,17836,194
49,17836,194
50,17536,194
51,17536,194
52,17536,194
53,17436,194
54,17436,194
55,17436,194
56,17436,194
57,17230,194
58,17228,194
59,17228,194
60,17126,194
61,17126,194
62,17126,194
63,17126,194
64,17126,194
65,17126,194
66,17033,194
67,17033,194
68,16933,194
69,16839,194
70,16839,194
71,16543,194
72,16535,194
73,16435,194
74,16435,194
75,16335,194
76,16335,194
77,16335,194
78,16335,194
79,16335,194
80,16335,194
81,16142,194
82,16142,194
83,16040,194
84,15940,194
85,15840,194
86,15840,194
87,15840,194
88,15840,194
89,15840,194
90,15840,194
91,15840,194
92,15642,194
93,15142,194
94,15142,194
95,15142,194
96,15042,194
97,15042,194
98,14842,194
99,14742,194
100,14742,194
