iterations,fitness,violations
1,3564,31
2,2755,23
3,2755,23
4,2755,23
5,2755,23
6,2755,23
7,2755,23
8,2755,23
9,2755,23
10,2755,23
11,2755,23
12,2755,23
13,2755,23
14,2755,23
15,2755,23
16,2755,23
17,2755,23
18,2755,23
19,2755,23
20,2755,23
21,2755,23
22,2755,23
23,2755,23
24,2755,23
25,2755,23
26,2755,23
27,2755,23
28,2755,23
29,2755,23
30,2755,23
31,2755,23
32,2755,23
33,2755,23
34,2755,23
35,2755,23
36,2755,23
37,2755,23
38,2755,23
39,2755,23
40,2755,23
41,2755,23
42,2755,23
43,2755,23
44,2755,23
45,2755,23
46,2755,23
47,2755,23
48,2755,23
49,2755,23
50,2755,23
51,2755,23
52,2755,23
53,2755,23
54,2755,23
55,2755,23
56,2755,23
57,2755,23
58,2755,23
59,2755,23
60,2755,23
61,2755,23
62,2755,23
63,2755,23
64,2755,23
65,2755,23
66,2755,23
67,2755,23
68,2755,23
69,2755,23
70,2755,23
71,2755,23
72,2755,23
73,2755,23
74,2755,23
75,2755,23
76,2755,23
77,2755,23
78,2755,23
79,2755,23
80,2755,23
81,2755,23
82,2755,23
83,2755,23
84,2755,23
85,2755,23
86,2755,23
87,2755,23
88,2755,23
89,2755,23
90,2755,23
91,2755,23
92,2755,23
93,2755,23
94,2755,23
95,2755,23
96,2755,23
97,2755,23
98,2755,23
99,2755,23
100,2755,23
