iterations,fitness,violations
1,3114,27
2,2996,26
3,2504,21
4,2393,20
5,2201,18
6,2001,16
7,1999,16
8,1901,15
9,1901,15
10,1801,14
11,1701,13
12,1701,13
13,1701,13
14,1701,13
15,1701,13
16,1601,12
17,1601,12
18,1601,12
19,1601,12
20,1601,12
21,1601,12
22,1601,12
23,1601,12
24,1601,12
25,1601,12
26,1601,12
27,1501,11
28,1501,11
29,1401,10
30,1301,9
31,1301,9
32,1299,9
33,1299,9
34,1199,8
35,1199,8
36,1199,8
37,1099,7
38,1099,7
39,1099,7
40,999,6
41,999,6
42,999,6
43,999,6
44,999,6
45,999,6
46,899,5
47,899,5
48,899,5
49,899,5
50,899,5
51,899,5
52,899,5
53,899,5
54,799,4
55,799,4
56,799,4
57,799,4
58,799,4
59,799,4
60,799,4
61,797,4
62,797,4
63,789,4
64,789,4
65,789,4
66,789,4
67,789,4
68,789,4
69,789,4
70,782,4
71,782,4
72,782,4
73,780,4
74,780,4
75,780,4
76,780,4
77,780,4
78,780,4
79,780,4
80,780,4
81,780,4
82,780,4
83,780,4
84,780,4
85,780,4
86,680,3
87,680,3
88,680,3
89,680,3
90,680,3
91,680,3
92,680,3
93,680,3
94,680,3
95,680,3
96,580,2
97,580,2
98,580,2
99,580,2
100,580,2
